x_m,y_m
-606.9549,-49.4439
-604.9172,-47.2478
-602.8667,-45.0651
-600.8021,-42.8957
-598.7239,-40.7396
-596.6309,-38.5980
-594.5236,-36.4719
-592.4001,-34.3615
-590.2616,-32.2688
-588.1090,-30.1905
-585.9407,-28.1268
-583.7554,-26.0785
-581.5544,-24.0448
-579.3365,-22.0288
-577.1008,-20.0307
-574.8488,-18.0525
-572.5790,-16.0932
-570.2915,-14.1540
-567.9869,-12.2381
-565.6632,-10.3445
-563.3218,-8.4742
-560.9611,-6.6294
-558.5821,-4.8103
-556.1845,-3.0178
-553.7664,-1.2532
-551.3299,0.4826
-548.8734,2.1894
-546.3971,3.8651
-543.9002,5.5086
-541.3835,7.1198
-538.8468,8.6954
-536.2882,10.2388
-533.7083,11.7477
-531.1078,13.2244
-528.4881,14.6688
-525.8485,16.0799
-523.1913,17.4587
-520.5169,18.8064
-517.8256,20.1218
-515.1179,21.4050
-512.3953,22.6571
-509.6585,23.8780
-506.9075,25.0678
-504.1438,26.2275
-501.3680,27.3562
-498.5808,28.4559
-495.7830,29.5245
-492.9752,30.5630
-490.1589,31.5727
-487.3334,32.5523
-484.5008,33.5041
-481.6604,34.4259
-478.8079,35.3255
-475.9484,36.2051
-473.0838,37.0646
-470.2136,37.9052
-467.3377,38.7281
-464.4576,39.5354
-461.5725,40.3260
-458.6831,41.1032
-455.7902,41.8660
-452.8937,42.6166
-449.9936,43.3560
-447.0915,44.0855
-444.1865,44.8049
-441.2787,45.5165
-438.3701,46.2204
-435.4587,46.9187
-432.5474,47.6114
-429.6346,48.3009
-426.7211,48.9858
-423.8083,49.6697
-420.8947,50.3524
-417.9819,51.0340
-415.0691,51.7168
-412.1556,52.3973
-409.2407,53.0745
-406.3258,53.7494
-403.4108,54.4221
-400.4952,55.0938
-397.5789,55.7620
-394.6618,56.4303
-391.7454,57.0964
-388.8277,57.7613
-385.9106,58.4263
-382.9928,59.0901
-380.0758,59.7528
-377.1580,60.4155
-374.2402,61.0783
-371.3225,61.7410
-368.4047,62.4048
-365.4877,63.0687
-362.5699,63.7325
-359.6528,64.3985
-356.7358,65.0657
-353.8194,65.7329
-350.9038,66.4034
-347.9874,67.0739
-345.0718,67.7444
-342.1561,68.4160
-339.2405,69.0876
-336.3249,69.7592
-333.4092,70.4331
-330.4943,71.1069
-327.5794,71.7819
-324.6644,72.4580
-321.7502,73.1351
-318.8360,73.8145
-315.9225,74.4950
-313.0097,75.1778
-310.0969,75.8616
-307.1848,76.5488
-304.2727,77.2371
-301.3620,77.9287
-298.4514,78.6215
-295.5414,79.3187
-292.6321,80.0170
-289.7236,80.7186
-286.8158,81.4236
-283.9086,82.1319
-281.0022,82.8436
-278.0965,83.5574
-275.1915,84.2746
-272.2873,84.9930
-269.3837,85.7146
-266.4801,86.4374
-263.5772,87.1613
-260.6744,87.8874
-257.7715,88.6135
-254.8694,89.3407
-251.9672,90.0690
-249.0650,90.7973
-246.1629,91.5268
-243.2607,92.2551
-240.3586,92.9823
-237.4564,93.7106
-234.5536,94.4367
-231.6507,95.1617
-228.7478,95.8867
-225.8443,96.6084
-222.9407,97.3289
-220.0357,98.0484
-217.1314,98.7678
-214.2293,99.4939
-211.3278,100.2244
-208.4278,100.9617
-205.5292,101.7033
-202.6320,102.4528
-199.7362,103.2067
-196.8426,103.9684
-193.9504,104.7356
-191.0603,105.5095
-188.1716,106.2912
-185.2851,107.0796
-182.4007,107.8746
-179.5184,108.6775
-176.6375,109.4870
-173.7595,110.3043
-170.8836,111.1293
-168.0084,111.9577
-165.1339,112.7895
-162.2602,113.6234
-159.3878,114.4607
-156.5155,115.2991
-153.6431,116.1398
-150.7722,116.9815
-147.9013,117.8255
-145.0304,118.6694
-142.1601,119.5134
-139.2892,120.3585
-136.4190,121.2036
-133.5523,122.0542
-130.6906,122.9316
-127.8367,123.8422
-124.9949,124.7930
-122.1687,125.7893
-119.3631,126.8367
-116.5816,127.9409
-113.8285,129.1084
-111.1073,130.3449
-108.4223,131.6570
-105.7906,133.0514
-103.2227,134.5714
-100.7195,136.2160
-98.2900,137.9796
-95.9414,139.8576
-93.6823,141.8425
-91.5218,143.9296
-89.4664,146.1124
-87.5260,148.3852
-85.7062,150.7425
-83.9645,153.1788
-82.2753,155.6529
-80.6265,158.1548
-79.0069,160.6767
-77.4043,163.2108
-75.8059,165.7494
-74.2005,168.2813
-72.5759,170.7999
-70.9200,173.2962
-69.2202,175.7625
-67.4650,178.1888
-65.6573,180.5661
-63.7913,182.9056
-61.8700,185.2052
-59.8927,187.4624
-57.8614,189.6719
-55.7769,191.8324
-53.6405,193.9406
-51.4524,195.9944
-49.2131,197.9881
-46.9249,199.9207
-44.5884,201.7888
-42.2044,203.5890
-39.7735,205.3181
-37.2894,206.9638
-34.7449,208.5183
-32.1466,209.9861
-29.4985,211.3704
-26.8057,212.6759
-24.0732,213.9057
-21.3066,215.0654
-18.5102,216.1585
-15.6890,217.1893
-12.8485,218.1600
-9.9932,219.0762
-7.1280,219.9425
-4.2585,220.7620
-1.3734,221.5470
1.5203,222.3053
4.4210,223.0359
7.3281,223.7409
10.2424,224.4203
13.1615,225.0752
16.0864,225.7090
19.0162,226.3206
21.9503,226.9122
24.8880,227.4837
27.8285,228.0374
30.7725,228.5734
33.7186,229.0938
36.6669,229.5997
39.6174,230.0945
42.5685,230.5838
45.5210,231.0708
48.4736,231.5545
51.4261,232.0382
54.3787,232.5219
57.3305,233.0079
60.2823,233.4971
63.2335,233.9908
66.1825,234.4912
69.1315,234.9994
72.0783,235.5164
75.0245,236.0346
77.9728,236.5483
80.9218,237.0687
83.8679,237.6035
86.8091,238.1606
89.7425,238.7500
92.6667,239.3793
95.5780,240.0587
98.4752,240.7959
101.3511,241.6010
104.1866,242.5172
106.9865,243.5692
109.7418,244.7489
112.4452,246.0555
115.0883,247.4832
117.6625,249.0277
120.1594,250.6834
122.5711,252.4492
124.8878,254.3173
127.0979,256.3065
129.2044,258.4370
131.1917,260.6976
133.0477,263.0750
134.7568,265.5591
136.3040,268.1388
137.6767,270.8030
138.8605,273.5395
139.8421,276.3394
140.6612,279.2082
141.3340,282.1304
141.8564,285.0938
142.2240,288.0838
142.4327,291.0883
142.4795,294.0961
142.3589,297.0917
142.0679,300.0640
141.6016,303.0017
140.9585,305.9128
140.1466,308.7928
139.1771,311.6327
138.0607,314.4248
136.8058,317.1624
135.4239,319.8366
133.9250,322.4408
132.3195,324.9661
130.6147,327.4157
128.8510,329.8364
127.0553,332.2338
125.2341,334.6122
123.3930,336.9762
121.5392,339.3313
119.6796,341.6809
117.8194,344.0304
115.9655,346.3844
114.1252,348.7495
112.3039,351.1280
110.5062,353.5254
108.7247,355.9350
106.9553,358.3523
105.1958,360.7775
103.4435,363.2082
101.6946,365.6423
99.9480,368.0763
98.2006,370.5104
96.4489,372.9422
94.6909,375.3685
92.9243,377.7892
91.1457,380.1999
89.3536,382.6006
87.5579,384.9991
85.7566,387.3953
83.9474,389.7849
82.1248,392.1645
80.2851,394.5296
78.4242,396.8780
76.5377,399.2054
74.6221,401.5060
72.6717,403.7788
70.6837,406.0060
68.6126,408.1732
66.4479,410.2637
64.1902,412.2585
61.8402,414.1355
59.3973,415.8735
56.8635,417.4524
54.2381,418.8502
51.5347,420.0344
48.7106,420.8873
45.7545,421.3965
42.7282,421.5622
39.6940,421.3887
36.7159,420.8750
33.8549,420.0244
31.1749,418.8379
28.6078,417.3435
26.1620,415.6511
23.8276,413.7897
21.5926,411.7882
19.4478,409.6755
17.3817,407.4794
15.3845,405.2277
13.4454,402.9493
11.5490,400.6364
9.7029,398.2802
7.9066,395.8828
6.1599,393.4477
4.4600,390.9780
2.8063,388.4750
1.1988,385.9431
-0.3662,383.3845
-1.8872,380.8015
-3.3677,378.1973
-4.8092,375.5720
-6.2223,372.9289
-7.6113,370.2747
-8.9790,367.6082
-10.3275,364.9317
-11.6604,362.2464
-12.9806,359.5555
-14.2900,356.8590
-15.5931,354.1581
-16.8920,351.4560
-18.1894,348.7529
-19.4889,346.0508
-20.7927,343.3521
-22.1029,340.6579
-23.4167,337.9647
-24.7375,335.2716
-26.0690,332.5818
-27.4147,329.8987
-28.7781,327.2244
-30.1628,324.5613
-31.5731,321.9126
-33.0117,319.2818
-34.4823,316.6709
-35.9898,314.0823
-37.5364,311.5181
-39.1262,308.9840
-40.7629,306.4799
-42.4507,304.0092
-44.1895,301.5751
-45.9746,299.1744
-47.8022,296.8037
-49.6716,294.4653
-51.5816,292.1569
-53.5298,289.8796
-55.5143,287.6324
-57.5335,285.4162
-59.5854,283.2290
-61.6692,281.0730
-63.7821,278.9458
-65.9234,276.8476
-68.0903,274.7793
-70.2820,272.7400
-72.4957,270.7296
-74.7321,268.7426
-76.9884,266.7755
-79.2652,264.8307
-81.5613,262.9071
-83.8779,261.0056
-86.2137,259.1298
-88.5700,257.2784
-90.9462,255.4526
-93.3416,253.6534
-95.7576,251.8821
-98.1935,250.1385
-100.6499,248.4261
-103.1255,246.7427
-105.6210,245.0914
-108.1363,243.4735
-110.6722,241.8879
-113.2273,240.3334
-115.7980,238.8022
-118.3815,237.2922
-120.9785,235.8044
-123.5882,234.3389
-126.2093,232.8933
-128.8425,231.4689
-131.4870,230.0645
-134.1414,228.6802
-136.8065,227.3147
-139.4809,225.9681
-142.1651,224.6416
-144.8572,223.3317
-147.5578,222.0407
-150.2662,220.7675
-152.9824,219.5110
-155.7050,218.2712
-158.4318,217.0480
-161.1721,215.8438
-163.9260,214.6618
-166.6940,213.5076
-169.4769,212.3879
-172.2747,211.3059
-175.0874,210.2685
-177.9158,209.2822
-180.7604,208.3493
-183.6207,207.4786
-186.4973,206.6736
-189.3910,205.9397
-192.3016,205.2825
-195.2293,204.7087
-198.1691,204.2273
-201.1245,203.8381
-204.0934,203.5390
-207.0722,203.3255
-210.0602,203.1920
-213.0539,203.1365
-216.0512,203.1531
-219.0499,203.2388
-222.0471,203.3900
-225.0401,203.6001
-228.0282,203.8681
-231.0070,204.1884
-233.9751,204.5564
-236.9305,204.9689
-239.8774,205.4326
-242.8164,205.9597
-245.7449,206.5468
-248.6633,207.1917
-251.5712,207.8923
-254.4676,208.6462
-257.3521,209.4512
-260.2237,210.3052
-263.0825,211.2048
-265.9272,212.1488
-268.7584,213.1351
-271.5747,214.1603
-274.3753,215.2222
-277.1604,216.3197
-279.9291,217.4506
-282.6815,218.6114
-285.4218,219.8090
-288.1451,221.0433
-290.8528,222.3120
-293.5456,223.6130
-296.2249,224.9429
-298.8921,226.3006
-301.5466,227.6816
-304.1918,229.0849
-306.8264,230.5071
-309.4531,231.9459
-312.0721,233.4004
-314.6854,234.8659
-317.2923,236.3415
-319.8956,237.8237
-322.4954,239.3104
-325.0924,240.7993
-327.6887,242.2882
-330.2870,243.7704
-332.8932,245.2415
-335.5079,246.6993
-338.1312,248.1426
-340.7636,249.5715
-343.4046,250.9836
-346.0555,252.3780
-348.7163,253.7535
-351.3871,255.1090
-354.0678,256.4433
-356.7592,257.7554
-359.4612,259.0441
-362.1738,260.3084
-364.8979,261.5460
-367.6325,262.7581
-370.3799,263.9412
-373.1387,265.0954
-375.9096,266.2196
-378.6925,267.3115
-381.4868,268.3701
-384.2945,269.3964
-387.1143,270.3916
-389.9462,271.3545
-392.7895,272.2864
-395.6434,273.1881
-398.5072,274.0577
-401.3810,274.8983
-404.2632,275.7089
-407.1548,276.4906
-410.0534,277.2423
-412.9591,277.9662
-415.8719,278.6612
-418.7903,279.3283
-421.7152,279.9688
-424.6436,280.5804
-427.5770,281.1664
-430.5146,281.7257
-433.4551,282.2583
-436.4013,282.7665
-439.3517,283.2524
-442.3064,283.7183
-445.2639,284.1631
-448.2250,284.5878
-451.1882,284.9937
-454.1549,285.3807
-457.1238,285.7498
-460.0948,286.1023
-463.0686,286.4381
-466.0439,286.7584
-469.0213,287.0642
-471.9993,287.3555
-474.9796,287.6324
-477.9605,287.8970
-480.9422,288.1494
-483.9252,288.3896
-486.9083,288.6198
-489.8914,288.8399
-492.8751,289.0501
-495.8575,289.2514
-498.8427,289.4404
-501.8300,289.6161
-504.8202,289.7740
-507.8118,289.9130
-510.8048,290.0297
-513.7978,290.1220
-516.7922,290.1876
-519.7859,290.2232
-522.7789,290.2277
-525.7705,290.1976
-528.7606,290.1309
-531.7480,290.0253
-534.7332,289.8763
-537.7148,289.6839
-540.6929,289.4448
-543.6667,289.1557
-546.6321,288.8044
-549.5896,288.3852
-552.5386,287.9003
-555.4791,287.3544
-558.4096,286.7506
-561.3302,286.0934
-564.2409,285.3851
-567.1402,284.6301
-570.0289,283.8328
-572.9048,282.9955
-575.7686,282.1215
-578.6196,281.2164
-581.4579,280.2813
-584.2877,279.3050
-587.1160,278.3020
-589.9465,277.2946
-592.7819,276.3049
-595.6273,275.3564
-598.4869,274.4713
-601.3642,273.6707
-604.2628,272.9780
-607.1869,272.4165
-610.1367,272.0073
-613.0977,271.7637
-616.0815,271.6792
-619.0766,271.7504
-622.0718,271.9750
-625.0555,272.3520
-628.0166,272.8768
-630.9429,273.5473
-633.8245,274.3624
-636.6485,275.3175
-639.4094,276.4128
-642.1107,277.6582
-644.7467,279.0403
-647.3210,280.5470
-649.8363,282.1649
-652.2963,283.8795
-654.7038,285.6776
-657.0623,287.5479
-659.3746,289.4749
-661.6444,291.4452
-663.8744,293.4467
-666.0711,295.4705
-668.2365,297.5332
-670.3658,299.6370
-672.4581,301.7808
-674.5114,303.9658
-676.5249,306.1875
-678.4966,308.4481
-680.4250,310.7465
-682.3094,313.0793
-684.1469,315.4478
-685.9376,317.8507
-687.6786,320.2870
-689.3707,322.7555
-691.0116,325.2574
-692.6085,327.7904
-694.1650,330.3490
-695.6867,332.9287
-697.1779,335.5262
-698.6442,338.1393
-700.0914,340.7646
-701.5236,343.3988
-702.9467,346.0375
-704.3662,348.6795
-705.7864,351.3215
-707.2137,353.9590
-708.6523,356.5899
-710.1073,359.2097
-711.5843,361.8161
-713.0890,364.3980
-714.6348,366.9666
-716.2261,369.5152
-717.8656,372.0371
-719.5555,374.5268
-721.2979,376.9786
-723.0971,379.3860
-724.9552,381.7433
-726.8751,384.0439
-728.8595,386.2823
-730.9114,388.4528
-733.0336,390.5488
-735.2288,392.5637
-737.5007,394.5007
-739.8251,396.3855
-742.1836,398.2257
-744.5719,400.0293
-746.9822,401.8051
-749.4088,403.5597
-751.8454,405.3022
-754.2862,407.0401
-756.7242,408.7815
-759.1544,410.5328
-761.5689,412.3041
-763.9629,414.1021
-766.3299,415.9346
-768.6593,417.8038
-770.9610,419.7242
-773.2251,421.7023
-775.4395,423.7394
-777.5929,425.8410
-779.6717,428.0104
-781.6654,430.2488
-783.5619,432.5616
-785.3483,434.9523
-787.0126,437.4231
-788.5443,439.9828
-789.9113,442.6348
-791.1292,445.3579
-792.2300,448.1389
-793.2471,450.9599
-794.2109,453.8076
-795.1563,456.6653
-796.1144,459.5175
-797.1187,462.3496
-798.2018,465.1473
-799.3949,467.8905
-800.6916,470.5758
-802.0905,473.2334
-803.5945,475.8465
-805.2056,478.3995
-806.9267,480.8758
-808.7607,483.2609
-810.7097,485.5371
-812.7772,487.6909
-814.9646,489.7047
-817.2755,491.5616
-819.7114,493.2562
-822.2544,494.7907
-824.8911,496.1762
-827.6087,497.4205
-830.3938,498.5358
-833.2328,499.5310
-836.1129,500.4150
-839.0215,501.2000
-841.9442,501.8961
-844.8691,502.5110
-847.8003,503.0648
-850.7458,503.5863
-853.6962,504.0777
-856.6509,504.5425
-859.6098,504.9829
-862.5730,505.4010
-865.5383,505.7979
-868.5072,506.1771
-871.4775,506.5396
-874.4499,506.8887
-877.4223,507.2257
-880.3962,507.5526
-883.3700,507.8750
-886.3438,508.2031
-889.3170,508.5400
-892.2887,508.8847
-895.2597,509.2394
-898.2293,509.6030
-901.1974,509.9766
-904.1649,510.3591
-907.1309,510.7528
-910.0955,511.1553
-913.0587,511.5689
-916.0198,511.9937
-918.9794,512.4296
-921.9376,512.8766
-924.8952,513.3236
-927.8562,513.7639
-930.8180,514.2054
-933.7783,514.6535
-936.7366,515.1172
-939.6905,515.6042
-942.6381,516.1201
-945.5772,516.6739
-948.5070,517.2710
-951.4241,517.9204
-954.3284,518.6298
-957.2071,519.4060
-960.0510,520.2922
-962.8666,521.2985
-965.6460,522.4227
-968.3820,523.6625
-971.0663,525.0157
-973.6917,526.4780
-976.2510,528.0480
-978.7365,529.7215
-981.1405,531.4973
-983.4556,533.3720
-985.6772,535.3458
-987.8121,537.4273
-989.8576,539.6123
-991.8101,541.8907
-993.6646,544.2580
-995.4170,546.7054
-997.0629,549.2262
-998.5981,551.8115
-1000.0190,554.4546
-1001.3200,557.1489
-1002.4974,559.8865
-1003.5564,562.6786
-1004.5039,565.5118
-1005.3492,568.3795
-1006.1037,571.2762
-1006.7801,574.1973
-1007.3876,577.1373
-1007.9398,580.0917
-1008.4473,583.0562
-1008.9207,586.0262
-1009.3721,588.9962
-1009.8128,591.9618
-1010.2798,594.9129
-1010.8363,597.8540
-1011.4835,600.7817
-1012.2203,603.6917
-1013.0457,606.5806
-1013.9591,609.4449
-1014.9592,612.2782
-1016.0451,615.0770
-1017.2155,617.8390
-1018.4703,620.5578
-1019.8075,623.2309
-1021.2305,625.8506
-1022.7508,628.4192
-1024.3640,630.9345
-1026.0646,633.3974
-1027.8468,635.8070
-1029.7063,638.1633
-1031.6361,640.4661
-1033.6312,642.7133
-1035.6873,644.9072
-1037.7967,647.0455
-1039.9550,649.1282
-1042.1567,651.1553
-1044.3966,653.1268
-1046.6856,655.0549
-1049.0114,656.9385
-1051.3678,658.7832
-1053.7497,660.5957
-1056.1529,662.3837
-1058.5703,664.1517
-1060.9976,665.9075
-1063.4285,667.6577
-1065.8594,669.4090
-1068.2825,671.1670
-1070.7034,672.9283
-1073.1307,674.6808
-1075.5637,676.4254
-1078.0024,678.1623
-1080.4461,679.8925
-1082.8940,681.6149
-1085.3469,683.3317
-1087.8033,685.0430
-1090.2640,686.7499
-1092.7276,688.4512
-1095.1939,690.1491
-1097.6624,691.8426
-1100.1331,693.5339
-1102.6051,695.2229
-1105.0786,696.9109
-1107.5527,698.5966
-1110.0276,700.2823
-1112.5025,701.9680
-1114.9767,703.6537
-1117.4502,705.3406
-1119.9229,707.0285
-1122.3935,708.7187
-1124.8635,710.4110
-1127.3334,712.1045
-1129.8019,713.7980
-1132.2711,715.4915
-1134.7389,717.1861
-1137.2067,718.8819
-1139.6745,720.5776
-1142.1415,722.2733
-1144.6086,723.9702
-1147.0743,725.6681
-1149.5407,727.3660
-1152.0056,729.0651
-1154.4713,730.7642
-1156.9355,732.4632
-1159.4005,734.1634
-1161.8640,735.8647
-1164.3275,737.5660
-1166.7903,739.2684
-1169.2532,740.9719
-1171.7131,742.6776
-1174.1710,744.3878
-1176.6274,746.1002
-1179.0817,747.8148
-1181.5339,749.5316
-1183.9854,751.2507
-1186.4354,752.9720
-1188.8840,754.6944
-1191.3327,756.4179
-1193.7799,758.1426
-1196.2271,759.8683
-1198.6736,761.5941
-1201.1208,763.3187
-1203.5673,765.0444
-1206.0145,766.7702
-1208.4624,768.4937
-1210.9103,770.2172
-1213.3597,771.9396
-1215.8097,773.6609
-1218.2612,775.3789
-1220.7141,777.0969
-1223.1677,778.8126
-1225.6220,780.5272
-1228.0770,782.2407
-1230.5327,783.9543
-1232.9884,785.6667
-1235.4449,787.3791
-1237.9006,789.0915
-1240.3570,790.8028
-1242.8127,792.5163
-1245.2677,794.2298
-1247.7228,795.9433
-1250.1771,797.6579
-1252.6307,799.3748
-1255.0828,801.0927
-1257.5343,802.8118
-1259.9836,804.5331
-1262.4323,806.2555
-1264.8788,807.9813
-1267.3231,809.7092
-1269.7661,811.4394
-1272.2076,813.1752
-1274.6449,814.9143
-1277.0793,816.6589
-1279.5088,818.4102
-1281.9340,820.1682
-1284.3542,821.9329
-1286.7674,823.7064
-1289.1748,825.4889
-1291.5745,827.2802
-1293.9656,829.0827
-1296.3489,830.8952
-1298.7223,832.7210
-1301.0865,834.5580
-1303.4393,836.4082
-1305.7815,838.2730
-1308.1123,840.1511
-1310.4303,842.0458
-1312.7349,843.9561
-1315.0259,845.8820
-1317.3021,847.8246
-1319.5648,849.7839
-1321.8132,851.7598
-1324.0489,853.7524
-1326.2697,855.7617
-1328.4763,857.7877
-1330.6680,859.8303
-1332.8455,861.8886
-1335.0081,863.9623
-1337.1558,866.0528
-1339.2872,868.1588
-1341.4037,870.2804
-1343.5045,872.4187
-1345.5890,874.5714
-1347.6572,876.7386
-1349.7091,878.9225
-1351.7447,881.1208
-1353.7632,883.3336
-1355.7640,885.5608
-1357.7484,887.8036
-1359.7151,890.0598
-1361.6648,892.3315
-1363.6017,894.6166
-1365.5251,896.9127
-1367.4358,899.2189
-1369.3357,901.5351
-1371.2244,903.8602
-1373.1038,906.1931
-1374.9740,908.5326
-1376.8363,910.8788
-1378.6916,913.2317
-1380.5412,915.5890
-1382.3851,917.9508
-1384.2241,920.3170
-1386.0602,922.6855
-1387.8935,925.0562
-1389.7253,927.4280
-1391.5558,929.8009
-1393.3862,932.1738
-1395.2174,934.5455
-1397.0506,936.9162
-1398.8868,939.2836
-1400.7257,941.6487
-1402.5689,944.0105
-1404.4185,946.3678
-1406.2738,948.7207
-1408.1333,951.0691
-1409.9978,953.4142
-1411.8673,955.7560
-1413.7403,958.0933
-1415.6176,960.4284
-1417.4992,962.7601
-1419.3835,965.0897
-1421.2722,967.4159
-1423.1629,969.7399
-1425.0565,972.0616
-1426.9523,974.3811
-1428.8501,976.6995
-1430.7501,979.0157
-1432.6515,981.3319
-1434.5544,983.6459
-1436.4586,985.9587
-1438.3629,988.2716
-1440.2678,990.5845
-1442.1735,992.8962
-1444.0785,995.2079
-1445.9806,997.5230
-1447.8792,999.8403
-1449.7749,1002.1598
-1451.6671,1004.4838
-1453.5557,1006.8089
-1455.4415,1009.1373
-1457.3245,1011.4669
-1459.2053,1013.7997
-1461.0833,1016.1337
-1462.9592,1018.4699
-1464.8322,1020.8083
-1466.7038,1023.1479
-1468.5732,1025.4897
-1470.4413,1027.8314
-1472.3072,1030.1754
-1474.1724,1032.5205
-1476.0362,1034.8667
-1477.8986,1037.2129
-1479.7610,1039.5603
-1481.6219,1041.9087
-1483.4829,1044.2571
-1485.3424,1046.6056
-1487.2013,1048.9551
-1489.0572,1051.3069
-1490.9111,1053.6609
-1492.7607,1056.0182
-1494.6053,1058.3811
-1496.4450,1060.7473
-1498.2776,1063.1191
-1500.1030,1065.4965
-1501.9207,1067.8794
-1503.7284,1070.2701
-1505.5269,1072.6674
-1507.3141,1075.0726
-1509.0899,1077.4855
-1510.8529,1079.9084
-1512.6024,1082.3403
-1514.3377,1084.7821
-1516.0581,1087.2340
-1517.7622,1089.6980
-1519.4493,1092.1732
-1521.1186,1094.6596
-1522.7681,1097.1581
-1524.3906,1099.6689
-1525.9854,1102.2041
-1527.5511,1104.7616
-1529.0841,1107.3436
-1530.5824,1109.9489
-1532.0416,1112.5764
-1533.4597,1115.2273
-1534.8331,1117.9004
-1536.1596,1120.5958
-1537.4357,1123.3134
-1538.6586,1126.0521
-1539.8254,1128.8131
-1540.9334,1131.5952
-1541.9788,1134.3984
-1542.9604,1137.2228
-1543.8731,1140.0682
-1544.7149,1142.9326
-1545.4899,1145.8204
-1546.2103,1148.7248
-1546.8761,1151.6436
-1547.4914,1154.5758
-1548.0557,1157.5192
-1548.5709,1160.4736
-1549.0394,1163.4370
-1549.4617,1166.4081
-1549.8393,1169.3870
-1550.1743,1172.3715
-1550.4674,1175.3615
-1550.7208,1178.3538
-1550.9351,1181.3482
-1551.1125,1184.3449
-1551.2545,1187.3405
-1551.3624,1190.3350
-1551.4376,1193.3273
-1551.4695,1196.3218
-1551.4518,1199.3162
-1551.3872,1202.3096
-1551.2779,1205.3041
-1551.1260,1208.2974
-1550.9344,1211.2886
-1550.7051,1214.2797
-1550.4404,1217.2687
-1550.1423,1220.2553
-1549.8137,1223.2387
-1549.4560,1226.2198
-1549.0720,1229.1976
-1548.6632,1232.1721
-1548.2331,1235.1421
-1547.7831,1238.1077
-1547.3154,1241.0699
-1546.8328,1244.0255
-1546.3189,1246.9744
-1545.7632,1249.9166
-1545.1642,1252.8521
-1544.5240,1255.7799
-1543.8419,1258.7010
-1543.1201,1261.6121
-1542.3578,1264.5143
-1541.5558,1267.4076
-1540.7147,1270.2886
-1539.8361,1273.1597
-1538.9191,1276.0174
-1537.9652,1278.8629
-1536.9737,1281.6950
-1535.9467,1284.5138
-1534.8842,1287.3170
-1533.7869,1290.1047
-1532.6542,1292.8768
-1531.4880,1295.6322
-1530.2978,1298.3831
-1529.0969,1301.1296
-1527.8868,1303.8728
-1526.6689,1306.6116
-1525.4453,1309.3492
-1524.2167,1312.0835
-1522.9860,1314.8177
-1521.7546,1317.5509
-1520.5239,1320.2852
-1519.2946,1323.0195
-1518.0703,1325.7560
-1516.8509,1328.4947
-1515.6394,1331.2357
-1514.4364,1333.9811
-1513.2440,1336.7309
-1512.0630,1339.4863
-1510.8969,1342.2473
-1509.7457,1345.0149
-1508.6115,1347.7893
-1507.5036,1350.5725
-1506.4240,1353.3668
-1505.3715,1356.1711
-1504.3466,1358.9866
-1503.3466,1361.8121
-1502.3728,1364.6464
-1501.4225,1367.4908
-1500.4955,1370.3418
-1499.5906,1373.2017
-1498.7070,1376.0672
-1497.8439,1378.9405
-1497.0000,1381.8205
-1496.1753,1384.7049
-1495.3683,1387.5948
-1494.5777,1390.4881
-1493.8033,1393.3870
-1493.0439,1396.2880
-1492.2980,1399.1924
-1491.5655,1402.0991
-1490.8458,1405.0079
-1490.1396,1407.9213
-1489.4483,1410.8379
-1488.7719,1413.7590
-1488.1104,1416.6823
-1487.4624,1419.6101
-1486.8286,1422.5412
-1486.2090,1425.4745
-1485.6022,1428.4123
-1485.0081,1431.3511
-1484.4269,1434.2934
-1483.8591,1437.2389
-1483.3026,1440.1856
-1482.7582,1443.1356
-1482.2252,1446.0867
-1481.7043,1449.0400
-1481.1940,1451.9956
-1480.6943,1454.9523
-1480.2053,1457.9112
-1479.7262,1460.8712
-1479.2578,1463.8323
-1478.7986,1466.7945
-1478.3507,1469.7590
-1477.9128,1472.7257
-1477.4862,1475.6934
-1477.0710,1478.6635
-1476.6665,1481.6346
-1476.2726,1484.6079
-1475.8907,1487.5824
-1475.5195,1490.5591
-1475.1597,1493.5358
-1474.8119,1496.5147
-1474.4748,1499.4958
-1474.1504,1502.4770
-1473.8367,1505.4592
-1473.5351,1508.4437
-1473.2455,1511.4282
-1472.9680,1514.4149
-1472.7026,1517.4016
-1472.4492,1520.3894
-1472.2079,1523.3783
-1471.9793,1526.3672
-1471.7628,1529.3572
-1471.5620,1532.3484
-1471.3753,1535.3406
-1471.2050,1538.3340
-1471.0496,1541.3285
-1470.9097,1544.3241
-1470.7855,1547.3208
-1470.6762,1550.3175
-1470.5825,1553.3164
-1470.5038,1556.3142
-1470.4406,1559.3131
-1470.3923,1562.3132
-1470.3597,1565.3121
-1470.3419,1568.3121
-1470.3398,1571.3111
-1470.3533,1574.3111
-1470.3810,1577.3100
-1470.4243,1580.3090
-1470.4832,1583.3068
-1470.5563,1586.3046
-1470.6457,1589.3013
-1470.7493,1592.2969
-1470.8686,1595.2925
-1471.0006,1598.2881
-1471.1447,1601.2837
-1471.3001,1604.2781
-1471.4648,1607.2715
-1471.6386,1610.2660
-1471.8210,1613.2582
-1472.0106,1616.2516
-1472.2057,1619.2439
-1472.4066,1622.2361
-1472.6110,1625.2284
-1472.8190,1628.2195
-1473.0290,1631.2118
-1473.2405,1634.2029
-1473.4520,1637.1952
-1473.6628,1640.1863
-1473.8715,1643.1786
-1474.0780,1646.1697
-1474.2810,1649.1620
