x_m,y_m
-1474.4791,1652.1542
-1474.6714,1655.1476
-1474.8573,1658.1410
-1475.0348,1661.1343
-1475.2080,1664.1277
-1475.3783,1667.1222
-1475.5472,1670.1156
-1475.7147,1673.1100
-1475.8829,1676.1056
-1476.0511,1679.1001
-1476.2208,1682.0946
-1476.3918,1685.0891
-1476.5664,1688.0824
-1476.7460,1691.0769
-1476.9291,1694.0703
-1477.1179,1697.0636
-1477.3131,1700.0559
-1477.5153,1703.0482
-1477.7254,1706.0393
-1477.9447,1709.0304
-1478.1733,1712.0205
-1478.4118,1715.0083
-1478.6616,1717.9972
-1478.9235,1720.9839
-1479.1982,1723.9695
-1479.4863,1726.9540
-1479.7887,1729.9362
-1480.1116,1732.9151
-1480.4580,1735.8918
-1480.8270,1738.8663
-1481.2181,1741.8374
-1481.6312,1744.8074
-1482.0648,1747.7730
-1482.5198,1750.7374
-1482.9953,1753.6986
-1483.4900,1756.6563
-1484.0039,1759.6108
-1484.5369,1762.5630
-1485.0883,1765.5119
-1485.6569,1768.4575
-1486.2431,1771.4008
-1486.8464,1774.3397
-1487.4653,1777.2752
-1488.1005,1780.2063
-1488.7513,1783.1352
-1489.4157,1786.0596
-1490.0949,1788.9807
-1490.7883,1791.8985
-1491.4945,1794.8107
-1492.2135,1797.7206
-1492.9438,1800.6273
-1493.6812,1803.5328
-1494.4258,1806.4372
-1495.1767,1809.3405
-1495.9361,1812.2416
-1496.7026,1815.1404
-1497.4770,1818.0371
-1498.2605,1820.9326
-1499.0519,1823.8247
-1499.8525,1826.7147
-1500.6616,1829.6024
-1501.4807,1832.4879
-1502.3089,1835.3701
-1503.1479,1838.2490
-1503.9967,1841.1245
-1504.8569,1843.9966
-1505.7271,1846.8666
-1506.6086,1849.7321
-1507.5021,1852.5931
-1508.4064,1855.4519
-1509.3234,1858.3052
-1510.2524,1861.1551
-1511.1943,1864.0017
-1512.1489,1866.8427
-1513.1155,1869.6793
-1514.0921,1872.5137
-1515.0787,1875.3447
-1516.0752,1878.1713
-1517.0802,1880.9956
-1518.0958,1883.8166
-1519.1207,1886.6343
-1520.1548,1889.4487
-1521.1988,1892.2597
-1522.2528,1895.0662
-1523.3153,1897.8706
-1524.3877,1900.6704
-1525.4694,1903.4670
-1526.5617,1906.2591
-1527.6618,1909.0479
-1528.7725,1911.8333
-1529.8918,1914.6143
-1531.0210,1917.3919
-1532.1595,1920.1651
-1533.3078,1922.9339
-1534.4654,1925.6993
-1535.6323,1928.4603
-1536.8083,1931.2179
-1537.9936,1933.9711
-1539.1881,1936.7187
-1540.3911,1939.4652
-1541.5998,1942.2084
-1542.8135,1944.9483
-1544.0328,1947.6870
-1545.2571,1950.4235
-1546.4850,1953.1578
-1547.7171,1955.8910
-1548.9535,1958.6219
-1550.1927,1961.3506
-1551.4348,1964.0794
-1552.6804,1966.8059
-1553.9274,1969.5312
-1555.1765,1972.2566
-1556.4271,1974.9809
-1557.6791,1977.7041
-1558.9325,1980.4283
-1560.1859,1983.1504
-1561.4394,1985.8736
-1562.6935,1988.5967
-1563.9462,1991.3199
-1565.1982,1994.0442
-1566.4495,1996.7684
-1567.6986,1999.4927
-1568.9463,2002.2181
-1570.1920,2004.9457
-1571.4347,2007.6733
-1572.6768,2010.4009
-1573.9181,2013.1297
-1575.1566,2015.8595
-1576.3937,2018.5904
-1577.6294,2021.3214
-1578.8622,2024.0535
-1580.0943,2026.7866
-1581.3236,2029.5209
-1582.5501,2032.2563
-1583.7751,2034.9917
-1584.9973,2037.7293
-1586.2173,2040.4680
-1587.4338,2043.2068
-1588.6482,2045.9477
-1589.8597,2048.6898
-1591.0677,2051.4330
-1592.2736,2054.1784
-1593.4759,2056.9238
-1594.6747,2059.6714
-1595.8699,2062.4213
-1597.0623,2065.1711
-1598.2497,2067.9232
-1599.4349,2070.6775
-1600.6160,2073.4318
-1601.7899,2076.1905
-1602.9546,2078.9515
-1604.1122,2081.7169
-1605.2605,2084.4857
-1606.4018,2087.2578
-1607.5353,2090.0332
-1608.6616,2092.8108
-1609.7809,2095.5918
-1610.8945,2098.3750
-1612.0010,2101.1616
-1613.1011,2103.9503
-1614.1963,2106.7413
-1615.2850,2109.5346
-1616.3695,2112.3300
-1617.4490,2115.1265
-1618.5236,2117.9253
-1619.5939,2120.7263
-1620.6606,2123.5284
-1621.7231,2126.3328
-1622.7821,2129.1371
-1623.8389,2131.9426
-1624.8921,2134.7502
-1625.9433,2137.5579
-1626.9916,2140.3667
-1628.0384,2143.1755
-1629.0867,2145.9831
-1630.1414,2148.7897
-1631.2032,2151.5929
-1632.2714,2154.3950
-1633.3452,2157.1938
-1634.4269,2159.9892
-1635.5142,2162.7836
-1636.6086,2165.5746
-1637.7095,2168.3633
-1638.8181,2171.1488
-1639.9324,2173.9320
-1641.0545,2176.7130
-1642.1837,2179.4906
-1643.3200,2182.2649
-1644.4634,2185.0359
-1645.6139,2187.8047
-1646.7715,2190.5701
-1647.9376,2193.3322
-1649.1101,2196.0909
-1650.2904,2198.8463
-1651.4785,2201.5984
-1652.6745,2204.3471
-1653.8775,2207.0925
-1655.0883,2209.8335
-1656.3077,2212.5722
-1657.5362,2215.3043
-1658.7754,2218.0330
-1660.0274,2220.7562
-1661.2929,2223.4749
-1662.5712,2226.1880
-1663.8650,2228.8945
-1665.1731,2231.5932
-1666.4975,2234.2841
-1667.8382,2236.9673
-1669.1967,2239.6415
-1670.5721,2242.3057
-1671.9668,2244.9600
-1673.3806,2247.6031
-1674.8150,2250.2351
-1676.2700,2252.8548
-1677.7456,2255.4623
-1679.2445,2258.0565
-1680.7655,2260.6362
-1682.3106,2263.2015
-1683.8799,2265.7523
-1685.4733,2268.2864
-1687.0887,2270.8061
-1688.7246,2273.3147
-1690.3833,2275.8099
-1692.0633,2278.2929
-1693.7660,2280.7614
-1695.4921,2283.2144
-1697.2416,2285.6517
-1699.0145,2288.0713
-1700.8116,2290.4720
-1702.6335,2292.8550
-1704.4803,2295.2167
-1706.3519,2297.5585
-1708.2505,2299.8780
-1710.1739,2302.1742
-1712.1250,2304.4470
-1714.1030,2306.6943
-1716.1081,2308.9159
-1718.1408,2311.1109
-1720.2019,2313.2770
-1722.2907,2315.4175
-1724.4022,2317.5369
-1726.5343,2319.6385
-1728.6862,2321.7189
-1730.8595,2323.7805
-1733.0512,2325.8220
-1735.2634,2327.8424
-1737.4942,2329.8428
-1739.7441,2331.8232
-1742.0124,2333.7814
-1744.2992,2335.7184
-1746.6045,2337.6343
-1748.9268,2339.5279
-1751.2668,2341.3993
-1753.6239,2343.2485
-1755.9980,2345.0743
-1758.3877,2346.8779
-1760.7944,2348.6581
-1763.2168,2350.4150
-1765.6555,2352.1485
-1768.1091,2353.8565
-1770.5776,2355.5478
-1773.0567,2357.2224
-1775.5472,2358.8825
-1778.0491,2360.5271
-1780.5616,2362.1550
-1783.0848,2363.7673
-1785.6200,2365.3629
-1788.1651,2366.9408
-1790.7209,2368.5031
-1793.2867,2370.0465
-1795.8637,2371.5721
-1798.4515,2373.0810
-1801.0492,2374.5699
-1803.6575,2376.0410
-1806.2757,2377.4932
-1808.9039,2378.9254
-1811.5428,2380.3387
-1814.1908,2381.7319
-1816.8488,2383.1052
-1819.5175,2384.4584
-1822.1954,2385.7906
-1824.8839,2387.1027
-1827.5795,2388.4014
-1830.2822,2389.6879
-1832.9899,2390.9611
-1835.7033,2392.2232
-1838.4216,2393.4752
-1841.1442,2394.7173
-1843.8710,2395.9504
-1846.6014,2397.1758
-1849.3354,2398.3934
-1852.0721,2399.6054
-1854.8111,2400.8119
-1857.5528,2402.0139
-1860.2960,2403.2115
-1863.0399,2404.4068
-1865.7852,2405.5999
-1868.5312,2406.7908
-1871.2772,2407.9817
-1874.0225,2409.1737
-1876.7678,2410.3658
-1879.5117,2411.5600
-1882.2577,2412.7509
-1885.0051,2413.9373
-1887.7540,2415.1238
-1890.5021,2416.3102
-1893.2488,2417.5011
-1895.9927,2418.6987
-1898.7323,2419.9041
-1901.4670,2421.1216
-1904.1945,2422.3526
-1906.9143,2423.6002
-1909.6262,2424.8656
-1912.3268,2426.1532
-1915.0160,2427.4642
-1917.6939,2428.8008
-1920.3335,2430.1874
-1922.9311,2431.6663
-1925.4841,2433.2341
-1927.9852,2434.8898
-1930.4310,2436.6300
-1932.8165,2438.4536
-1935.1366,2440.3561
-1937.3865,2442.3376
-1939.5619,2444.3936
-1941.6571,2446.5219
-1943.6600,2448.7213
-1945.5401,2451.0297
-1947.2939,2453.4538
-1948.9164,2455.9824
-1950.4026,2458.6021
-1951.7468,2461.3008
-1952.9449,2464.0662
-1953.9918,2466.8850
-1954.8818,2469.7461
-1955.6093,2472.6349
-1956.1899,2475.5549
-1956.6760,2478.5127
-1957.0614,2481.4983
-1957.3354,2484.5005
-1957.4859,2487.5128
-1957.5036,2490.5228
-1957.3780,2493.5218
-1957.0976,2496.5007
-1956.6533,2499.4507
-1956.0330,2502.3607
-1955.2416,2505.2273
-1954.3005,2508.0594
-1953.2146,2510.8526
-1951.9917,2513.5969
-1950.6382,2516.2856
-1949.1591,2518.9109
-1947.5629,2521.4651
-1945.8545,2523.9403
-1944.0425,2526.3287
-1942.1312,2528.6227
-1940.1262,2530.8177
-1938.0239,2532.9304
-1935.8393,2534.9597
-1933.5788,2536.9100
-1931.2494,2538.7848
-1928.8575,2540.5872
-1926.4103,2542.3219
-1923.9141,2543.9920
-1921.3761,2545.6021
-1918.8025,2547.1544
-1916.2006,2548.6544
-1913.5767,2550.1044
-1910.9371,2551.5077
-1908.2812,2552.8743
-1905.6041,2554.2086
-1902.9113,2555.5107
-1900.2029,2556.7806
-1897.4789,2558.0204
-1894.7421,2559.2313
-1891.9926,2560.4144
-1889.2309,2561.5720
-1886.4594,2562.7028
-1883.6772,2563.8103
-1880.8864,2564.8945
-1878.0872,2565.9575
-1875.2809,2566.9994
-1872.4688,2568.0224
-1869.6511,2569.0265
-1866.8292,2570.0194
-1864.0051,2571.0113
-1861.1817,2572.0020
-1858.3577,2572.9928
-1855.5343,2573.9846
-1852.7116,2574.9787
-1849.8904,2575.9773
-1847.0698,2576.9791
-1844.2522,2577.9854
-1841.4366,2578.9984
-1838.6232,2580.0192
-1835.8126,2581.0466
-1833.0055,2582.0841
-1830.2027,2583.1304
-1827.4035,2584.1879
-1824.6085,2585.2576
-1821.8192,2586.3406
-1819.0327,2587.4314
-1816.2484,2588.5278
-1813.4669,2589.6320
-1810.6868,2590.7406
-1807.9096,2591.8559
-1805.1352,2592.9767
-1802.3629,2594.1031
-1799.5920,2595.2351
-1796.8233,2596.3715
-1794.0567,2597.5135
-1791.2923,2598.6610
-1788.5299,2599.8119
-1785.7697,2600.9683
-1783.0109,2602.1281
-1780.2543,2603.2934
-1777.4983,2604.4621
-1774.7452,2605.6341
-1771.9935,2606.8105
-1769.2419,2607.9858
-1766.4895,2609.1612
-1763.7363,2610.3354
-1760.9825,2611.5118
-1758.2316,2612.6927
-1755.4813,2613.8780
-1752.7346,2615.0701
-1749.9914,2616.2710
-1747.2532,2617.4808
-1744.5200,2618.7028
-1741.7931,2619.9382
-1739.0741,2621.1880
-1736.3621,2622.4534
-1733.6601,2623.7377
-1730.9673,2625.0409
-1728.2845,2626.3652
-1725.6137,2627.7129
-1722.9557,2629.0839
-1720.3098,2630.4817
-1717.6830,2631.9072
-1715.0747,2633.3672
-1712.4855,2634.8605
-1709.9141,2636.3883
-1707.3619,2637.9473
-1704.8267,2639.5385
-1702.3092,2641.1586
-1699.8102,2642.8065
-1697.3275,2644.4833
-1694.8625,2646.1857
-1692.4139,2647.9137
-1689.9823,2649.6661
-1687.5670,2651.4419
-1685.1681,2653.2399
-1682.7855,2655.0580
-1680.4185,2656.8971
-1678.0671,2658.7541
-1675.7306,2660.6288
-1673.4104,2662.5203
-1671.1045,2664.4261
-1668.8113,2666.3476
-1666.5174,2668.2724
-1664.2220,2670.1949
-1661.9232,2672.1153
-1659.6215,2674.0323
-1657.3162,2675.9448
-1655.0060,2677.8518
-1652.6915,2679.7533
-1650.3713,2681.6480
-1648.0448,2683.5350
-1645.7126,2685.4142
-1643.3732,2687.2845
-1641.0261,2689.1437
-1638.6704,2690.9939
-1636.3070,2692.8320
-1633.9343,2694.6578
-1631.5524,2696.4703
-1629.1598,2698.2694
-1626.7566,2700.0541
-1624.3421,2701.8232
-1621.9169,2703.5757
-1619.4782,2705.3114
-1617.0317,2707.0372
-1614.5838,2708.7607
-1612.1359,2710.4853
-1609.6872,2712.2099
-1607.2407,2713.9368
-1604.7949,2715.6670
-1602.3534,2717.4016
-1599.9147,2719.1407
-1597.4810,2720.8865
-1595.0523,2722.6389
-1592.6306,2724.4002
-1590.2153,2726.1705
-1587.8086,2727.9518
-1585.4103,2729.7443
-1583.0220,2731.5490
-1580.6444,2733.3681
-1578.2788,2735.2017
-1575.9246,2737.0509
-1573.5845,2738.9156
-1571.2580,2740.7993
-1568.9471,2742.7018
-1566.6560,2744.6277
-1564.3862,2746.5781
-1562.1363,2748.5507
-1559.9042,2750.5444
-1557.6898,2752.5570
-1555.4917,2754.5897
-1553.3078,2756.6379
-1551.1388,2758.7017
-1548.9819,2760.7799
-1546.8363,2762.8715
-1544.7007,2764.9730
-1542.5743,2767.0857
-1540.4564,2769.2062
-1538.3442,2771.3334
-1536.2384,2773.4661
-1534.1368,2775.6033
-1532.0381,2777.7427
-1529.9415,2779.8843
-1527.8456,2782.0248
-1525.7497,2784.1642
-1523.6524,2786.3013
-1521.5537,2788.4385
-1519.4543,2790.5746
-1517.3549,2792.7106
-1515.2533,2794.8456
-1513.1503,2796.9794
-1511.0459,2799.1110
-1508.9387,2801.2404
-1506.8293,2803.3675
-1504.7178,2805.4914
-1502.6028,2807.6130
-1500.4842,2809.7301
-1498.3627,2811.8450
-1496.2363,2813.9544
-1494.1071,2816.0604
-1491.9722,2818.1620
-1489.8330,2820.2581
-1487.6889,2822.3485
-1485.5390,2824.4334
-1483.3828,2826.5128
-1481.2216,2828.5854
-1479.0534,2830.6514
-1476.8780,2832.7108
-1474.6955,2834.7612
-1472.5052,2836.8039
-1470.3086,2838.8387
-1468.1048,2840.8658
-1465.8954,2842.8884
-1463.6810,2844.9044
-1461.4616,2846.9148
-1459.2372,2848.9208
-1457.0101,2850.9223
-1454.7786,2852.9204
-1452.5450,2854.9153
-1450.3086,2856.9068
-1448.0701,2858.8972
-1445.8301,2860.8865
-1443.5902,2862.8735
-1441.3488,2864.8606
-1439.1081,2866.8487
-1436.8681,2868.8358
-1434.6289,2870.8251
-1432.3918,2872.8166
-1430.1568,2874.8092
-1427.9232,2876.8051
-1425.6889,2878.7988
-1423.4532,2880.7915
-1421.2161,2882.7830
-1418.9769,2884.7722
-1416.7376,2886.7604
-1414.4976,2888.7497
-1412.2584,2890.7378
-1410.0191,2892.7271
-1407.7813,2894.7175
-1405.5449,2896.7101
-1403.3106,2898.7038
-1401.0785,2900.7009
-1398.8491,2902.7013
-1396.6227,2904.7039
-1394.3997,2906.7110
-1392.1811,2908.7225
-1389.9667,2910.7385
-1387.7572,2912.7611
-1385.5535,2914.7882
-1383.3547,2916.8219
-1381.1630,2918.8624
-1378.9777,2920.9095
-1376.7994,2922.9655
-1374.6262,2925.0248
-1372.4558,2927.0886
-1370.2889,2929.1557
-1368.1256,2931.2284
-1365.9666,2933.3055
-1363.8118,2935.3871
-1361.6634,2937.4753
-1359.5199,2939.5691
-1357.3836,2941.6707
-1355.2544,2943.7789
-1353.1322,2945.8939
-1351.0186,2948.0177
-1348.9135,2950.1493
-1346.8183,2952.2898
-1344.7324,2954.4403
-1342.6571,2956.5997
-1340.5924,2958.7691
-1338.5398,2960.9497
-1336.4993,2963.1413
-1334.4709,2965.3452
-1332.4559,2967.5591
-1330.4551,2969.7874
-1328.4678,2972.0269
-1326.4961,2974.2808
-1324.5401,2976.5447
-1322.5968,2978.8220
-1320.6677,2981.1126
-1318.7528,2983.4166
-1316.8528,2985.7339
-1314.9677,2988.0645
-1313.0982,2990.4085
-1311.2451,2992.7659
-1309.4097,2995.1365
-1307.5899,2997.5206
-1305.7886,2999.9179
-1304.0057,3002.3286
-1302.2413,3004.7538
-1300.4960,3007.1912
-1298.7706,3009.6430
-1297.0651,3012.1082
-1295.3808,3014.5868
-1293.7172,3017.0797
-1292.0755,3019.5861
-1290.4566,3022.1058
-1288.8597,3024.6388
-1287.2862,3027.1863
-1285.7361,3029.7482
-1284.2108,3032.3223
-1282.7097,3034.9132
-1281.2363,3037.5196
-1279.7884,3040.1405
-1278.3661,3042.7747
-1276.9686,3045.4233
-1275.5945,3048.0842
-1274.2425,3050.7574
-1272.9117,3053.4416
-1271.6008,3056.1370
-1270.3097,3058.8423
-1269.0372,3061.5566
-1267.7809,3064.2798
-1266.5417,3067.0107
-1265.3174,3069.7494
-1264.1073,3072.4948
-1262.9099,3075.2458
-1261.7246,3078.0023
-1260.5507,3080.7644
-1259.3867,3083.5298
-1258.2313,3086.2975
-1257.0850,3089.0696
-1255.9452,3091.8428
-1254.8110,3094.6171
-1253.6818,3097.3925
-1252.5540,3100.1702
-1251.4227,3102.9456
-1250.2892,3105.7221
-1249.1550,3108.4975
-1248.0209,3111.2730
-1246.8881,3114.0484
-1245.7582,3116.8260
-1244.6318,3119.6048
-1243.5111,3122.3858
-1242.3961,3125.1690
-1241.2889,3127.9555
-1240.1902,3130.7443
-1239.1015,3133.5375
-1238.0241,3136.3352
-1236.9587,3139.1362
-1235.9062,3141.9439
-1234.8692,3144.7560
-1233.8486,3147.5737
-1232.8443,3150.3980
-1231.8677,3153.2246
-1230.9273,3156.0690
-1230.0259,3158.9300
-1229.1679,3161.8077
-1228.3552,3164.7010
-1227.5922,3167.6088
-1226.8803,3170.5299
-1226.2245,3173.4632
-1225.6269,3176.4065
-1225.0911,3179.3587
-1224.6198,3182.3199
-1224.2174,3185.2888
-1223.8852,3188.2632
-1223.6276,3191.2432
-1223.4473,3194.2266
-1223.3430,3197.2166
-1223.2841,3200.2133
-1223.2628,3203.2100
-1223.2741,3206.2079
-1223.3153,3209.2046
-1223.3813,3212.2024
-1223.4686,3215.1991
-1223.5736,3218.1969
-1223.6914,3221.1947
-1223.8192,3224.1925
-1223.9533,3227.1892
-1224.0882,3230.1870
-1224.2209,3233.1837
-1224.3473,3236.1816
-1224.4637,3239.1783
-1224.5651,3242.1750
-1224.6645,3245.1717
-1224.7688,3248.1695
-1224.8760,3251.1673
-1224.9811,3254.1673
-1225.0797,3257.1663
-1225.1684,3260.1652
-1225.2430,3263.1652
-1225.2997,3266.1642
-1225.3338,3269.1631
-1225.3416,3272.1609
-1225.3189,3275.1587
-1225.2621,3278.1543
-1225.1663,3281.1499
-1225.0286,3284.1433
-1224.8363,3287.1266
-1224.5318,3290.0955
-1224.1095,3293.0555
-1223.5743,3296.0033
-1222.9299,3298.9344
-1222.1825,3301.8455
-1221.3372,3304.7332
-1220.3982,3307.5921
-1219.3712,3310.4197
-1218.2612,3313.2118
-1217.0731,3315.9628
-1215.8111,3318.6715
-1214.4725,3321.3324
-1213.0296,3323.9455
-1211.4859,3326.5096
-1209.8450,3329.0193
-1208.1118,3331.4723
-1206.2899,3333.8641
-1204.3856,3336.1914
-1202.4012,3338.4498
-1200.3422,3340.6381
-1198.2137,3342.7486
-1196.0184,3344.7812
-1193.7628,3346.7316
-1191.4455,3348.6163
-1189.0991,3350.4766
-1186.7371,3352.3169
-1184.3637,3354.1438
-1181.9825,3355.9618
-1179.6006,3357.7766
-1177.2201,3359.5946
-1174.8474,3361.4215
-1172.4861,3363.2629
-1170.1425,3365.1254
-1167.8195,3367.0135
-1165.5234,3368.9338
-1163.2608,3370.8898
-1161.0336,3372.8924
-1158.8476,3374.9462
-1156.7105,3377.0555
-1154.6317,3379.2205
-1152.6195,3381.4444
-1150.6826,3383.7294
-1148.8302,3386.0779
-1147.0693,3388.4930
-1145.4135,3390.9760
-1143.8854,3393.5413
-1142.4858,3396.1855
-1141.2075,3398.8975
-1140.0464,3401.6685
-1138.9967,3404.4862
-1138.0527,3407.3417
-1137.2102,3410.2239
-1136.4629,3413.1216
-1135.8433,3416.0282
-1135.4153,3418.9994
-1135.1917,3422.0139
-1135.1867,3425.0428
-1135.4139,3428.0551
-1135.8851,3431.0206
-1136.6147,3433.9106
-1137.6162,3436.6938
-1138.8888,3439.3769
-1140.3743,3441.9544
-1142.0422,3444.4296
-1143.8634,3446.8114
-1145.8088,3449.1087
-1147.8493,3451.3304
-1149.9566,3453.4854
-1152.1000,3455.5803
-1154.2094,3457.6630
-1156.1789,3459.9058
-1157.9916,3462.3076
-1159.6297,3464.8461
-1161.0755,3467.5015
-1162.3111,3470.2524
-1163.3197,3473.0757
-1164.0827,3475.9523
-1164.5816,3478.8656
-1164.7789,3481.8189
-1164.6902,3484.7945
-1164.3446,3487.7723
-1163.7697,3490.7357
-1162.9932,3493.6645
-1162.0450,3496.5389
-1160.9534,3499.3421
-1159.7426,3502.0609
-1158.4139,3504.7362
-1156.9802,3507.3615
-1155.4486,3509.9346
-1153.8268,3512.4576
-1152.1213,3514.9283
-1150.3398,3517.3468
-1148.4902,3519.7131
-1146.5789,3522.0270
-1144.6143,3524.2887
-1142.6022,3526.4982
-1140.5482,3528.6754
-1138.4636,3530.8248
-1136.3493,3532.9453
-1134.2080,3535.0391
-1132.0397,3537.1062
-1129.8480,3539.1488
-1127.6322,3541.1659
-1125.3951,3543.1585
-1123.1374,3545.1289
-1120.8612,3547.0770
-1118.5687,3549.0029
-1116.2599,3550.9088
-1113.9355,3552.7947
-1111.5962,3554.6638
-1109.2434,3556.5152
-1106.8792,3558.3511
-1104.5037,3560.1736
-1102.1196,3561.9849
-1099.7278,3563.7863
-1097.3288,3565.5787
-1094.9256,3567.3656
-1092.5182,3569.1470
-1090.1093,3570.9261
-1087.6983,3572.7030
-1085.2887,3574.4799
-1082.8805,3576.2601
-1080.4759,3578.0437
-1078.0706,3579.8273
-1075.6645,3581.6086
-1073.2571,3583.3899
-1070.8496,3585.1702
-1068.4421,3586.9504
-1066.0347,3588.7317
-1063.6294,3590.5142
-1061.2247,3592.2989
-1058.8229,3594.0858
-1056.4233,3595.8771
-1054.0265,3597.6718
-1051.6339,3599.4721
-1049.2449,3601.2768
-1046.8602,3603.0881
-1044.4811,3604.9062
-1042.1077,3606.7309
-1039.7386,3608.5623
-1037.3744,3610.3992
-1035.0145,3612.2428
-1032.6596,3614.0931
-1030.3110,3615.9512
-1027.9681,3617.8181
-1025.6331,3619.6929
-1023.3051,3621.5776
-1020.9856,3623.4724
-1018.6747,3625.3771
-1016.3730,3627.2930
-1014.0812,3629.2212
-1011.8008,3631.1615
-1009.5310,3633.1152
-1007.2733,3635.0811
-1005.0277,3637.0615
-1002.7955,3639.0575
-1000.5769,3641.0679
-998.3731,3643.0938
-996.1842,3645.1365
-994.0089,3647.1947
-991.8484,3649.2674
-989.7000,3651.3534
-987.5644,3653.4539
-985.4422,3655.5677
-983.3314,3657.6937
-981.2327,3659.8309
-979.1446,3661.9803
-977.0679,3664.1397
-975.0011,3666.3091
-972.9450,3668.4885
-970.8988,3670.6769
-968.8611,3672.8741
-966.8327,3675.0779
-964.8120,3677.2907
-962.7999,3679.5080
-960.7949,3681.7330
-958.7941,3683.9635
-956.7976,3686.1963
-954.8039,3688.4325
-952.8116,3690.6708
-950.8194,3692.9092
-948.8278,3695.1475
-946.8341,3697.3836
-944.8376,3699.6187
-942.8383,3701.8503
-940.8339,3704.0776
-938.8246,3706.2993
-936.8083,3708.5143
-934.7848,3710.7226
-932.7520,3712.9220
-930.7094,3715.1126
-928.6568,3717.2931
-926.5914,3719.4614
-924.5140,3721.6186
-922.4224,3723.7624
-920.3173,3725.8929
-918.2044,3728.0145
-916.0836,3730.1306
-913.9565,3732.2388
-911.8237,3734.3415
-909.6853,3736.4386
-907.5418,3738.5302
-905.3934,3740.6173
-903.2415,3742.7000
-901.0853,3744.7794
-898.9255,3746.8543
-896.7636,3748.9269
-894.5989,3750.9974
-892.4328,3753.0667
-890.2645,3755.1327
-888.0962,3757.1987
-885.9265,3759.2647
-883.7575,3761.3296
-881.5885,3763.3956
-879.4203,3765.4616
-877.2534,3767.5299
-875.0887,3769.5992
-872.9247,3771.6696
-870.7613,3773.7412
-868.6009,3775.8161
-866.4418,3777.8921
-864.2849,3779.9703
-862.1308,3782.0519
-859.9796,3784.1357
-857.8312,3786.2239
-855.6870,3788.3144
-853.5457,3790.4093
-851.4087,3792.5087
-849.2766,3794.6114
-847.1488,3796.7196
-845.0252,3798.8323
-842.9080,3800.9506
-840.7951,3803.0744
-838.6893,3805.2027
-836.5885,3807.3388
-834.4947,3809.4793
-832.4073,3811.6275
-830.3264,3813.7825
-828.2461,3815.9375
-826.1658,3818.0924
-824.0856,3820.2485
-822.0060,3822.4046
-819.9279,3824.5617
-817.8511,3826.7223
-815.7780,3828.8839
-813.7069,3831.0488
-811.6394,3833.2171
-809.5769,3835.3899
-807.5187,3837.5671
-805.4654,3839.7487
-803.4184,3841.9348
-801.3779,3844.1287
-799.3445,3846.3270
-797.3182,3848.5331
-795.3004,3850.7470
-793.2918,3852.9687
-791.2917,3855.1982
-789.3023,3857.4365
-787.3228,3859.6849
-785.3547,3861.9421
-783.3958,3864.2083
-781.4461,3866.4822
-779.5049,3868.7639
-777.5723,3871.0523
-775.6489,3873.3496
-773.7340,3875.6536
-771.8269,3877.9642
-769.9290,3880.2826
-768.0390,3882.6077
-766.1582,3884.9395
-764.2851,3887.2790
-762.4199,3889.6241
-760.5632,3891.9759
-758.7150,3894.3354
-756.8747,3896.6994
-755.0421,3899.0701
-753.2181,3901.4475
-751.4018,3903.8304
-749.5927,3906.2188
-747.7928,3908.6140
-745.9992,3911.0136
-744.2142,3913.4187
-742.4448,3915.8339
-740.6939,3918.2635
-738.9614,3920.7087
-737.2495,3923.1694
-735.5574,3925.6446
-733.8881,3928.1365
-732.2415,3930.6428
-730.6190,3933.1647
-729.0207,3935.7033
-727.4493,3938.2563
-725.9042,3940.8260
-724.3874,3943.4113
-722.8991,3946.0122
-721.4413,3948.6297
-720.0140,3951.2639
-718.6186,3953.9137
-717.2566,3956.5801
-715.9308,3959.2599
-714.6497,3961.9620
-713.4147,3964.6929
-712.2302,3967.4517
-711.0988,3970.2360
-710.0250,3973.0437
-709.0108,3975.8758
-708.0611,3978.7279
-707.1789,3981.6001
-706.3677,3984.4912
-705.6310,3987.3978
-704.9716,3990.3200
-704.3939,3993.2556
-703.9013,3996.2033
-703.4975,3999.1611
-703.1717,4002.1345
-702.8984,4005.1167
-702.6756,4008.1056
-702.5024,4011.0990
-702.3782,4014.0957
-702.3030,4017.0957
-702.2760,4020.0980
-702.2966,4023.1003
-702.3640,4026.1014
-702.4775,4029.1015
-702.6372,4032.0982
-702.8431,4035.0904
-703.0936,4038.0782
-703.3882,4041.0594
-703.7260,4044.0338
-704.1050,4047.0072
-704.5209,4049.9739
-704.9716,4052.9372
-705.4556,4055.8950
-705.9695,4058.8483
-706.5125,4061.7972
-707.0824,4064.7417
-707.6764,4067.6817
-708.2932,4070.6172
-708.9306,4073.5494
-709.5871,4076.4772
-710.2592,4079.4016
-710.9462,4082.3216
-711.6453,4085.2382
-712.3551,4088.1515
-713.0734,4091.0615
-713.7930,4093.9726
-714.5113,4096.8837
-715.2281,4099.7948
-715.9457,4102.7069
-716.6647,4105.6180
-717.3858,4108.5291
-718.1111,4111.4380
-718.8408,4114.3468
-719.5753,4117.2535
-720.3177,4120.1590
-721.0672,4123.0623
-721.8260,4125.9634
-722.5946,4128.8611
-723.3746,4131.7555
-724.1667,4134.6477
-724.9716,4137.5354
-725.7871,4140.4187
-726.6111,4143.3020
-727.4507,4146.1853
-728.3123,4149.0630
-729.2031,4151.9329
