idx,dist_m,x_m,y_m,elev_m,lat_deg,lon_deg,edge1_lat_deg,edge1_lon_deg,edge2_lat_deg,edge2_lon_deg
3160,9483.0000,-1164.0133,3468.6793,479.665,50.36667394,6.93123660,50.36668783,6.93127306,50.36670312,6.93131319
3161,9486.0000,-1165.2515,3471.4320,479.714,50.36669990,6.93121561,50.36671171,6.93125269,50.36672540,6.93129567
3162,9489.0000,-1166.2620,3474.2568,479.755,50.36672678,6.93119790,50.36673645,6.93123528,50.36674827,6.93128101
3163,9492.0000,-1167.0263,3477.1350,479.784,50.36675439,6.93118375,50.36676184,6.93122107,50.36677144,6.93126913
3164,9495.0000,-1167.5259,3480.0498,479.804,50.36678248,6.93117316,50.36678771,6.93121032,50.36679468,6.93125985
3165,9498.0000,-1167.7230,3483.0044,479.800,50.36681104,6.93116575,50.36681391,6.93120329,50.36681772,6.93125316
3166,9501.0000,-1167.6334,3485.9812,479.774,50.36684005,6.93116155,50.36684047,6.93120051,50.36684099,6.93124884
3167,9504.0000,-1167.2863,3488.9600,479.732,50.36686919,6.93116062,50.36686723,6.93120176,50.36686506,6.93124702
3168,9507.0000,-1166.7092,3491.9243,479.671,50.36689839,6.93116305,50.36689401,6.93120663,50.36688986,6.93124803
3169,9510.0000,-1165.9302,3494.8540,479.600,50.36692747,6.93116869,50.36692066,6.93121473,50.36691513,6.93125209
3170,9513.0000,-1164.9789,3497.7292,479.526,50.36695633,6.93117692,50.36694700,6.93122567,50.36694056,6.93125930
3171,9516.0000,-1163.8839,3500.5331,479.450,50.36698472,6.93118771,50.36697285,6.93123903,50.36696575,6.93126973
3172,9519.0000,-1162.6694,3503.2525,479.376,50.36701238,6.93120099,50.36699806,6.93125441,50.36699028,6.93128340
3173,9522.0000,-1161.3368,3505.9285,479.309,50.36703909,6.93121668,50.36702251,6.93127147,50.36701380,6.93130029
3174,9525.0000,-1159.8989,3508.5544,479.251,50.36706501,6.93123508,50.36704657,6.93129019,50.36703639,6.93132063
3175,9528.0000,-1158.3629,3511.1280,479.201,50.36708987,6.93125659,50.36707018,6.93131039,50.36705796,6.93134374
3176,9531.0000,-1156.7364,3513.6516,479.153,50.36711368,6.93128071,50.36709332,6.93133197,50.36707864,6.93136894
3177,9534.0000,-1155.0261,3516.1229,479.099,50.36713653,6.93130685,50.36711601,6.93135482,50.36709857,6.93139559
3178,9537.0000,-1153.2396,3518.5418,479.038,50.36715853,6.93133448,50.36713823,6.93137885,50.36711796,6.93142313
3179,9540.0000,-1151.3848,3520.9084,478.981,50.36717985,6.93136315,50.36715998,6.93140395,50.36713704,6.93145106
3180,9543.0000,-1149.4681,3523.2228,478.921,50.36720067,6.93139237,50.36718126,6.93143001,50.36715601,6.93147899
3181,9546.0000,-1147.4981,3525.4848,478.852,50.36722108,6.93142197,50.36720207,6.93145694,50.36717478,6.93150715
3182,9549.0000,-1145.4804,3527.6945,478.783,50.36724109,6.93145190,50.36722241,6.93148462,50.36719335,6.93153552
3183,9552.0000,-1143.4207,3529.8719,478.714,50.36726071,6.93148207,50.36724228,6.93151297,50.36721178,6.93156412
3184,9555.0000,-1141.3305,3532.0215,478.644,50.36727995,6.93151244,50.36726186,6.93154191,50.36723034,6.93159329
3185,9558.0000,-1139.2103,3534.1422,478.574,50.36729895,6.93154312,50.36728119,6.93157128,50.36724880,6.93162262
3186,9561.0000,-1137.0632,3536.2362,478.500,50.36731780,6.93157399,50.36730026,6.93160107,50.36726721,6.93165209
3187,9564.0000,-1134.8890,3538.3035,478.421,50.36733652,6.93160500,50.36731909,6.93163124,50.36728560,6.93168165
3188,9567.0000,-1132.6913,3540.3462,478.334,50.36735510,6.93163619,50.36733768,6.93166179,50.36730399,6.93171130
3189,9570.0000,-1130.4695,3542.3633,478.244,50.36737351,6.93166760,50.36735605,6.93169267,50.36732237,6.93174101
3190,9573.0000,-1128.2263,3544.3560,478.153,50.36739174,6.93169924,50.36737419,6.93172389,50.36734076,6.93177082
3191,9576.0000,-1125.9625,3546.3264,478.056,50.36740977,6.93173114,50.36739211,6.93175541,50.36735913,6.93180075
3192,9579.0000,-1123.6801,3548.2745,477.956,50.36742754,6.93176336,50.36740983,6.93178722,50.36737750,6.93183078
3193,9582.0000,-1121.3815,3550.2004,477.855,50.36744501,6.93179594,50.36742735,6.93181929,50.36739584,6.93186093
3194,9585.0000,-1119.0664,3552.1062,477.754,50.36746223,6.93182880,50.36744467,6.93185159,50.36741415,6.93189121
3195,9588.0000,-1116.7358,3553.9920,477.652,50.36747926,6.93186185,50.36746181,6.93188412,50.36743238,6.93192167
3196,9591.0000,-1114.3901,3555.8611,477.549,50.36749617,6.93189505,50.36747877,6.93191687,50.36745042,6.93195245
3197,9594.0000,-1112.0310,3557.7124,477.440,50.36751300,6.93192829,50.36749558,6.93194983,50.36746826,6.93198359
3198,9597.0000,-1109.6605,3559.5481,477.324,50.36752984,6.93196152,50.36751223,6.93198298,50.36748589,6.93201508
3199,9600.0000,-1107.2786,3561.3704,477.208,50.36754671,6.93199467,50.36752874,6.93201629,50.36750331,6.93204690
3200,9603.0000,-1104.8882,3563.1817,477.092,50.36756354,6.93202785,50.36754513,6.93204976,50.36752051,6.93207906
3201,9606.0000,-1102.4899,3564.9828,476.972,50.36758032,6.93206107,50.36756142,6.93208335,50.36753750,6.93211155
3202,9609.0000,-1100.0846,3566.7751,476.847,50.36759705,6.93209433,50.36757762,6.93211705,50.36755426,6.93214437
3203,9612.0000,-1097.6749,3568.5618,476.717,50.36761370,6.93212766,50.36759374,6.93215085,50.36757080,6.93217750
3204,9615.0000,-1095.2610,3570.3429,476.584,50.36763027,6.93216106,50.36760981,6.93218471,50.36758719,6.93221086
3205,9618.0000,-1092.8457,3572.1218,476.452,50.36764675,6.93219453,50.36762583,6.93221863,50.36760349,6.93224436
3206,9621.0000,-1090.4283,3573.8985,476.321,50.36766312,6.93222809,50.36764183,6.93225257,50.36761973,6.93227798
3207,9624.0000,-1088.0122,3575.6751,476.189,50.36767940,6.93226171,50.36765781,6.93228654,50.36763592,6.93231170
3208,9627.0000,-1085.5976,3577.4551,476.056,50.36769565,6.93229534,50.36767379,6.93232049,50.36765207,6.93234550
3209,9630.0000,-1083.1866,3579.2385,475.923,50.36771185,6.93232897,50.36768980,6.93235442,50.36766820,6.93237935
3210,9633.0000,-1080.7748,3581.0218,475.790,50.36772801,6.93236264,50.36770584,6.93238830,50.36768430,6.93241323
3211,9636.0000,-1078.3624,3582.8029,475.658,50.36774419,6.93239641,50.36772188,6.93242219,50.36770037,6.93244703
3212,9639.0000,-1075.9485,3584.5841,475.527,50.36776033,6.93243022,50.36773790,6.93245609,50.36771646,6.93248083
3213,9642.0000,-1073.5346,3586.3641,475.397,50.36777643,6.93246405,50.36775392,6.93249001,50.36773256,6.93251464
3214,9645.0000,-1071.1207,3588.1441,475.269,50.36779250,6.93249791,50.36776993,6.93252393,50.36774865,6.93254846
3215,9648.0000,-1068.7069,3589.9253,475.143,50.36780853,6.93253179,50.36778594,6.93255785,50.36776474,6.93258231
3216,9651.0000,-1066.2951,3591.7075,475.019,50.36782457,6.93256566,50.36780196,6.93259177,50.36778082,6.93261617
3217,9654.0000,-1063.8841,3593.4920,474.897,50.36784060,6.93259951,50.36781799,6.93262566,50.36779689,6.93265006
3218,9657.0000,-1061.4759,3595.2788,474.777,50.36785664,6.93263335,50.36783404,6.93265954,50.36781297,6.93268395
3219,9660.0000,-1059.0699,3597.0700,474.654,50.36787266,6.93266719,50.36785011,6.93269338,50.36782904,6.93271787
3220,9663.0000,-1056.6667,3598.8645,474.533,50.36788867,6.93270102,50.36786622,6.93272719,50.36784511,6.93275180
3221,9666.0000,-1054.2677,3600.6646,474.415,50.36790465,6.93273488,50.36788236,6.93276096,50.36786117,6.93278575
3222,9669.0000,-1051.8724,3602.4691,474.301,50.36792061,6.93276875,50.36789855,6.93279467,50.36787726,6.93281969
3223,9672.0000,-1049.4813,3604.2804,474.188,50.36793652,6.93280265,50.36791478,6.93282833,50.36789336,6.93285363
3224,9675.0000,-1047.0959,3606.0983,474.071,50.36795241,6.93283659,50.36793107,6.93286193,50.36790948,6.93288756
3225,9678.0000,-1044.7161,3607.9229,473.948,50.36796825,6.93287056,50.36794742,6.93289545,50.36792561,6.93292150
3226,9681.0000,-1042.3407,3609.7541,473.822,50.36798408,6.93290453,50.36796383,6.93292889,50.36794175,6.93295545
3227,9684.0000,-1039.9702,3611.5909,473.693,50.36799995,6.93293853,50.36798030,6.93296227,50.36795786,6.93298938
3228,9687.0000,-1037.6040,3613.4343,473.564,50.36801584,6.93297248,50.36799682,6.93299558,50.36797398,6.93302333
3229,9690.0000,-1035.2428,3615.2845,473.435,50.36803178,6.93300638,50.36801340,6.93302883,50.36799008,6.93305732
3230,9693.0000,-1032.8880,3617.1424,473.306,50.36804778,6.93304020,50.36803004,6.93306201,50.36800616,6.93309137
3231,9696.0000,-1030.5389,3619.0092,473.179,50.36806387,6.93307391,50.36804675,6.93309510,50.36802221,6.93312548
3232,9699.0000,-1028.1976,3620.8838,473.047,50.36808007,6.93310750,50.36806354,6.93312811,50.36803825,6.93315964
3233,9702.0000,-1025.8634,3622.7684,472.918,50.36809638,6.93314093,50.36808040,6.93316101,50.36805431,6.93319380
3234,9705.0000,-1023.5378,3624.6631,472.804,50.36811282,6.93317420,50.36809735,6.93319381,50.36807042,6.93322795
3235,9708.0000,-1021.2207,3626.5679,472.687,50.36812939,6.93320730,50.36811439,6.93322649,50.36808662,6.93326202
3236,9711.0000,-1018.9128,3628.4837,472.564,50.36814608,6.93324024,50.36813152,6.93325905,50.36810292,6.93329600
3237,9714.0000,-1016.6150,3630.4117,472.436,50.36816289,6.93327303,50.36814875,6.93329148,50.36811936,6.93332984
3238,9717.0000,-1014.3284,3632.3519,472.304,50.36817982,6.93330566,50.36816609,6.93332377,50.36813597,6.93336350
3239,9720.0000,-1012.0526,3634.3055,472.173,50.36819687,6.93333813,50.36818354,6.93335590,50.36815277,6.93339695
3240,9723.0000,-1009.7889,3636.2714,472.049,50.36821402,6.93337045,50.36820111,6.93338788,50.36816980,6.93343014
3241,9726.0000,-1007.5372,3638.2518,471.930,50.36823130,6.93340260,50.36821879,6.93341969,50.36818704,6.93346308
3242,9729.0000,-1005.2991,3640.2477,471.812,50.36824868,6.93343461,50.36823660,6.93345133,50.36820453,6.93349573
3243,9732.0000,-1003.0745,3642.2581,471.694,50.36826618,6.93346646,50.36825455,6.93348278,50.36822226,6.93352808
3244,9735.0000,-1000.8648,3644.2841,471.585,50.36828388,6.93349803,50.36827263,6.93351404,50.36824026,6.93356012
3245,9738.0000,-998.6701,3646.3269,471.489,50.36830184,6.93352922,50.36829085,6.93354509,50.36825852,6.93359179
3246,9741.0000,-996.4889,3648.3853,471.405,50.36832006,6.93356005,50.36830922,6.93357593,50.36827708,6.93362301
3247,9744.0000,-994.3226,3650.4582,471.332,50.36833852,6.93359054,50.36832773,6.93360658,50.36829601,6.93365368
3248,9747.0000,-992.1685,3652.5445,471.269,50.36835722,6.93362069,50.36834637,6.93363702,50.36831527,6.93368382
3249,9750.0000,-990.0271,3654.6452,471.213,50.36837614,6.93365051,50.36836513,6.93366729,50.36833485,6.93371346
3250,9753.0000,-987.8993,3656.7594,471.160,50.36839528,6.93368001,50.36838402,6.93369738,50.36835470,6.93374263
3251,9756.0000,-985.7828,3658.8857,471.105,50.36841462,6.93370919,50.36840303,6.93372728,50.36837480,6.93377136
3252,9759.0000,-983.6785,3661.0232,471.051,50.36843415,6.93373807,50.36842215,6.93375702,50.36839512,6.93379971
3253,9762.0000,-981.5848,3663.1730,470.999,50.36845383,6.93376670,50.36844137,6.93378659,50.36841562,6.93382770
3254,9765.0000,-979.5025,3665.3328,470.948,50.36847362,6.93379517,50.36846070,6.93381601,50.36843621,6.93385550
3255,9768.0000,-977.4301,3667.5025,470.898,50.36849348,6.93382350,50.36848012,6.93384527,50.36845685,6.93388319
3256,9771.0000,-975.3685,3669.6824,470.849,50.36851343,6.93385170,50.36849963,6.93387439,50.36847751,6.93391077
3257,9774.0000,-973.3168,3671.8711,470.803,50.36853344,6.93387978,50.36851923,6.93390336,50.36849819,6.93393829
3258,9777.0000,-971.2736,3674.0687,470.761,50.36855352,6.93390774,50.36853891,6.93393219,50.36851886,6.93396576
3259,9780.0000,-969.2397,3676.2730,470.723,50.36857365,6.93393561,50.36855867,6.93396090,50.36853952,6.93399322
3260,9783.0000,-967.2136,3678.4863,470.689,50.36859383,6.93396339,50.36857849,6.93398948,50.36856014,6.93402070
3261,9786.0000,-965.1960,3680.7040,470.659,50.36861406,6.93399110,50.36859839,6.93401795,50.36858073,6.93404820
3262,9789.0000,-963.1856,3682.9295,470.634,50.36863432,6.93401872,50.36861833,6.93404630,50.36860127,6.93407572
3263,9792.0000,-961.1795,3685.1606,470.612,50.36865465,6.93404626,50.36863834,6.93407455,50.36862179,6.93410326
3264,9795.0000,-959.1776,3687.3939,470.592,50.36867505,6.93407373,50.36865840,6.93410274,50.36864227,6.93413081
3265,9798.0000,-957.1785,3689.6306,470.574,50.36869551,6.93410113,50.36867848,6.93413087,50.36866274,6.93415836
3266,9801.0000,-955.1809,3691.8695,470.558,50.36871601,6.93412848,50.36869859,6.93415896,50.36868319,6.93418592
3267,9804.0000,-953.1833,3694.1085,470.546,50.36873655,6.93415580,50.36871872,6.93418703,50.36870363,6.93421347
3268,9807.0000,-951.1864,3696.3474,470.538,50.36875712,6.93418308,50.36873885,6.93421510,50.36872406,6.93424101
3269,9810.0000,-949.1873,3698.5841,470.536,50.36877771,6.93421036,50.36875898,6.93424316,50.36874449,6.93426853
3270,9813.0000,-947.1855,3700.8198,470.537,50.36879832,6.93423765,50.36877909,6.93427125,50.36876489,6.93429608
3271,9816.0000,-945.1807,3703.0521,470.543,50.36881894,6.93426496,50.36879919,6.93429938,50.36878526,6.93432366
3272,9819.0000,-943.1710,3705.2800,470.552,50.36883958,6.93429226,50.36881926,6.93432755,50.36880558,6.93435129
3273,9822.0000,-941.1564,3707.5023,470.563,50.36886025,6.93431955,50.36883929,6.93435579,50.36882585,6.93437900
3274,9825.0000,-939.1346,3709.7180,470.577,50.36888093,6.93434687,50.36885927,6.93438410,50.36884608,6.93440677
3275,9828.0000,-937.1057,3711.9270,470.592,50.36890161,6.93437423,50.36887919,6.93441251,50.36886627,6.93443457
3276,9831.0000,-935.0675,3714.1271,470.607,50.36892227,6.93440167,50.36889905,6.93444102,50.36888643,6.93446241
3277,9834.0000,-933.0194,3716.3183,470.619,50.36894290,6.93442923,50.36891883,6.93446966,50.36890654,6.93449032
3278,9837.0000,-930.9613,3718.4994,470.630,50.36896348,6.93445691,50.36893853,6.93449844,50.36892659,6.93451832
3279,9840.0000,-928.8905,3720.6684,470.639,50.36898400,6.93448476,50.36895814,6.93452736,50.36894656,6.93454643
3280,9843.0000,-926.8075,3722.8261,470.644,50.36900445,6.93451281,50.36897764,6.93455646,50.36896646,6.93457467
3281,9846.0000,-924.7103,3724.9705,470.645,50.36902480,6.93454108,50.36899704,6.93458573,50.36898627,6.93460306
3282,9849.0000,-922.5996,3727.1016,470.644,50.36904504,6.93456961,50.36901632,6.93461520,50.36900598,6.93463161
3283,9852.0000,-920.4811,3729.2238,470.646,50.36906510,6.93459831,50.36903548,6.93464486,50.36902561,6.93466037
3284,9855.0000,-918.3548,3731.3404,470.647,50.36908496,6.93462719,50.36905456,6.93467463,50.36904513,6.93468936
3285,9858.0000,-916.2220,3733.4492,470.642,50.36910466,6.93465633,50.36907359,6.93470451,50.36906452,6.93471857
3286,9861.0000,-914.0836,3735.5524,470.630,50.36912418,6.93468573,50.36909255,6.93473448,50.36908377,6.93474801
3287,9864.0000,-911.9394,3737.6500,470.616,50.36914350,6.93471541,50.36911146,6.93476453,50.36910290,6.93477765
3288,9867.0000,-909.7903,3739.7421,470.603,50.36916263,6.93474537,50.36913032,6.93479466,50.36912195,6.93480742
3289,9870.0000,-907.6362,3741.8296,470.580,50.36918157,6.93477562,50.36914913,6.93482486,50.36914093,6.93483731
3290,9873.0000,-905.4786,3743.9127,470.547,50.36920043,6.93480595,50.36916790,6.93485513,50.36915986,6.93486728
3291,9876.0000,-903.3167,3745.9925,470.507,50.36921925,6.93483633,50.36918663,6.93488545,50.36917875,6.93489731
3292,9879.0000,-901.1512,3748.0677,470.463,50.36923801,6.93486677,50.36920533,6.93491583,50.36919764,6.93492737
3293,9882.0000,-898.9836,3750.1408,470.419,50.36925674,6.93489726,50.36922399,6.93494626,50.36921650,6.93495747
3294,9885.0000,-896.8132,3752.2116,470.376,50.36927540,6.93492780,50.36924263,6.93497672,50.36923532,6.93498763
3295,9888.0000,-894.6413,3754.2813,470.331,50.36929402,6.93495840,50.36926125,6.93500722,50.36925410,6.93501788
3296,9891.0000,-892.4673,3756.3476,470.282,50.36931259,6.93498905,50.36927986,6.93503774,50.36927282,6.93504821
3297,9894.0000,-890.2933,3758.4140,470.227,50.36933110,6.93501977,50.36929844,6.93506829,50.36929147,6.93507865
3298,9897.0000,-888.1179,3760.4803,470.169,50.36934959,6.93505049,50.36931702,6.93509884,50.36931005,6.93510920
3299,9900.0000,-885.9432,3762.5455,470.111,50.36936808,6.93508119,50.36933560,6.93512941,50.36932857,6.93513984
3300,9903.0000,-883.7685,3764.6118,470.056,50.36938656,6.93511189,50.36935417,6.93515997,50.36934706,6.93517053
3301,9906.0000,-881.5945,3766.6782,470.003,50.36940502,6.93514259,50.36937275,6.93519053,50.36936553,6.93520125
3302,9909.0000,-879.4219,3768.7467,469.946,50.36942347,6.93517330,50.36939133,6.93522108,50.36938399,6.93523200
3303,9912.0000,-877.2515,3770.8164,469.888,50.36944188,6.93520402,50.36940993,6.93525161,50.36940244,6.93526276
3304,9915.0000,-875.0818,3772.8871,469.831,50.36946028,6.93523479,50.36942854,6.93528211,50.36942089,6.93529351
3305,9918.0000,-872.9128,3774.9590,469.780,50.36947865,6.93526559,50.36944716,6.93531260,50.36943936,6.93532425
3306,9921.0000,-870.7466,3777.0343,469.730,50.36949699,6.93529644,50.36946579,6.93534308,50.36945781,6.93535500
3307,9924.0000,-868.5819,3779.1107,469.679,50.36951534,6.93532725,50.36948445,6.93537352,50.36947627,6.93538576
3308,9927.0000,-866.4193,3781.1893,469.627,50.36953371,6.93535803,50.36950312,6.93540394,50.36949473,6.93541653
3309,9930.0000,-864.2595,3783.2712,469.573,50.36955209,6.93538877,50.36952181,6.93543433,50.36951319,6.93544729
3310,9933.0000,-862.1026,3785.3553,469.516,50.36957048,6.93541950,50.36954053,6.93546468,50.36953166,6.93547806
3311,9936.0000,-859.9486,3787.4439,469.461,50.36958888,6.93545020,50.36955927,6.93549499,50.36955014,6.93550881
3312,9939.0000,-857.7988,3789.5347,469.409,50.36960728,6.93548089,50.36957805,6.93552526,50.36956863,6.93553955
3313,9942.0000,-855.6519,3791.6300,469.358,50.36962568,6.93551158,50.36959685,6.93555547,50.36958714,6.93557027
3314,9945.0000,-853.5092,3793.7297,469.307,50.36964407,6.93554226,50.36961569,6.93558564,50.36960565,6.93560098
3315,9948.0000,-851.3715,3795.8328,469.256,50.36966246,6.93557294,50.36963457,6.93561575,50.36962416,6.93563172
3316,9951.0000,-849.2381,3797.9414,469.202,50.36968083,6.93560365,50.36965348,6.93564579,50.36964266,6.93566248
3317,9954.0000,-847.1090,3800.0545,469.145,50.36969918,6.93563438,50.36967244,6.93567577,50.36966113,6.93569328
3318,9957.0000,-844.9862,3802.1731,469.086,50.36971752,6.93566513,50.36969144,6.93570569,50.36967960,6.93572410
3319,9960.0000,-842.8677,3804.2973,469.026,50.36973584,6.93569589,50.36971049,6.93573552,50.36969809,6.93575491
3320,9963.0000,-840.7564,3806.4259,468.967,50.36975416,6.93572666,50.36972959,6.93576529,50.36971660,6.93578570
3321,9966.0000,-838.6500,3808.5624,468.909,50.36977249,6.93575743,50.36974873,6.93579496,50.36973512,6.93581648
3322,9969.0000,-836.5508,3810.7033,468.855,50.36979082,6.93578818,50.36976794,6.93582456,50.36975367,6.93584724
3323,9972.0000,-834.4579,3812.8520,468.802,50.36980917,6.93581891,50.36978719,6.93585406,50.36977224,6.93587799
3324,9975.0000,-832.3715,3815.0073,468.750,50.36982755,6.93584961,50.36980651,6.93588347,50.36979082,6.93590873
3325,9978.0000,-830.2857,3817.1627,468.698,50.36984597,6.93588033,50.36982589,6.93591279,50.36980943,6.93593938
3326,9981.0000,-828.2000,3819.3180,468.642,50.36986446,6.93591110,50.36984527,6.93594210,50.36982805,6.93596991
3327,9984.0000,-826.1143,3821.4745,468.580,50.36988296,6.93594183,50.36986465,6.93597141,50.36984670,6.93600040
3328,9987.0000,-824.0292,3823.6309,468.517,50.36990148,6.93597252,50.36988404,6.93600072,50.36986538,6.93603086
3329,9990.0000,-821.9456,3825.7885,468.455,50.36992004,6.93600315,50.36990343,6.93603002,50.36988407,6.93606133
3330,9993.0000,-819.8635,3827.9494,468.394,50.36993864,6.93603370,50.36992283,6.93605930,50.36990276,6.93609182
3331,9996.0000,-817.7848,3830.1114,468.340,50.36995728,6.93606416,50.36994226,6.93608856,50.36992143,6.93612237
3332,9999.0000,-815.7084,3832.2768,468.286,50.36997599,6.93609452,50.36996170,6.93611777,50.36994009,6.93615295
3333,10002.0000,-813.6355,3834.4455,468.227,50.36999477,6.93612476,50.36998117,6.93614695,50.36995875,6.93618357
3334,10005.0000,-811.5675,3836.6187,468.165,50.37001362,6.93615486,50.37000067,6.93617608,50.36997742,6.93621418
3335,10008.0000,-809.5038,3838.7962,468.097,50.37003254,6.93618485,50.37002021,6.93620514,50.36999612,6.93624478
3336,10011.0000,-807.4452,3840.9782,468.021,50.37005151,6.93621476,50.37003979,6.93623414,50.37001486,6.93627534
3337,10014.0000,-805.3929,3843.1646,467.939,50.37007053,6.93624459,50.37005941,6.93626307,50.37003366,6.93630583
3338,10017.0000,-803.3470,3845.3588,467.851,50.37008960,6.93627432,50.37007907,6.93629191,50.37005252,6.93633627
3339,10020.0000,-801.3082,3847.5574,467.761,50.37010874,6.93630395,50.37009880,6.93632066,50.37007137,6.93636676
3340,10023.0000,-799.2766,3849.7639,467.672,50.37012795,6.93633345,50.37011857,6.93634931,50.37009025,6.93639723
3341,10026.0000,-797.2535,3851.9781,467.583,50.37014723,6.93636283,50.37013841,6.93637786,50.37010923,6.93642758
3342,10029.0000,-795.2396,3854.2000,467.490,50.37016660,6.93639207,50.37015832,6.93640629,50.37012837,6.93645770
3343,10032.0000,-793.2343,3856.4298,467.393,50.37018606,6.93642116,50.37017830,6.93643459,50.37014774,6.93648749
3344,10035.0000,-791.2396,3858.6684,467.296,50.37020563,6.93645005,50.37019835,6.93646277,50.37016739,6.93651682
3345,10038.0000,-789.2549,3860.9171,467.201,50.37022539,6.93647862,50.37021848,6.93649080,50.37018737,6.93654563
3346,10041.0000,-787.2816,3863.1747,467.111,50.37024535,6.93650685,50.37023870,6.93651869,50.37020765,6.93657393
3347,10044.0000,-785.3176,3865.4412,467.021,50.37026552,6.93653471,50.37025900,6.93654642,50.37022822,6.93660173
3348,10047.0000,-783.3628,3867.7155,466.927,50.37028591,6.93656219,50.37027938,6.93657402,50.37024904,6.93662898
3349,10050.0000,-781.4165,3869.9975,466.829,50.37030653,6.93658927,50.37029983,6.93660149,50.37027011,6.93665574
3350,10053.0000,-779.4788,3872.2863,466.728,50.37032738,6.93661590,50.37032035,6.93662884,50.37029145,6.93668200
3351,10056.0000,-777.5503,3874.5839,466.626,50.37034848,6.93664208,50.37034093,6.93665607,50.37031304,6.93670779
3352,10059.0000,-775.6304,3876.8881,466.524,50.37036983,6.93666777,50.37036159,6.93668317,50.37033485,6.93673313
3353,10062.0000,-773.7182,3879.1991,466.420,50.37039142,6.93669300,50.37038231,6.93671015,50.37035683,6.93675812
3354,10065.0000,-771.8154,3881.5178,466.313,50.37041312,6.93671799,50.37040309,6.93673702,50.37037891,6.93678289
3355,10068.0000,-769.9203,3883.8432,466.205,50.37043491,6.93674280,50.37042394,6.93676376,50.37040104,6.93680754
3356,10071.0000,-768.0346,3886.1753,466.093,50.37045676,6.93676745,50.37044485,6.93679039,50.37042315,6.93683218
3357,10074.0000,-766.1566,3888.5151,465.978,50.37047867,6.93679197,50.37046582,6.93681689,50.37044519,6.93685691
3358,10077.0000,-764.2865,3890.8605,465.859,50.37050062,6.93681640,50.37048686,6.93684328,50.37046724,6.93688162
3359,10080.0000,-762.4249,3893.2126,465.737,50.37052259,6.93684076,50.37050795,6.93686956,50.37048930,6.93690628
3360,10083.0000,-760.5718,3895.5724,465.610,50.37054456,6.93686507,50.37052910,6.93689572,50.37051136,6.93693090
3361,10086.0000,-758.7266,3897.9367,465.476,50.37056653,6.93688938,50.37055032,6.93692176,50.37053343,6.93695548
3362,10089.0000,-756.8892,3900.3076,465.340,50.37058848,6.93691371,50.37057158,6.93694769,50.37055549,6.93698004
3363,10092.0000,-755.0603,3902.6852,465.206,50.37061043,6.93693802,50.37059290,6.93697351,50.37057755,6.93700458
3364,10095.0000,-753.2393,3905.0683,465.070,50.37063239,6.93696229,50.37061428,6.93699921,50.37059959,6.93702915
3365,10098.0000,-751.4253,3907.4570,464.933,50.37065436,6.93698653,50.37063571,6.93702480,50.37062163,6.93705371
3366,10101.0000,-749.6207,3909.8524,464.795,50.37067634,6.93701071,50.37065719,6.93705029,50.37064367,6.93707823
3367,10104.0000,-747.8224,3912.2523,464.656,50.37069834,6.93703486,50.37067873,6.93707565,50.37066573,6.93710269
3368,10107.0000,-746.0327,3914.6577,464.517,50.37072035,6.93705897,50.37070031,6.93710092,50.37068784,6.93712705
3369,10110.0000,-744.2586,3917.0731,464.378,50.37074234,6.93708300,50.37072194,6.93712607,50.37070998,6.93715132
3370,10113.0000,-742.5030,3919.5030,464.239,50.37076423,6.93710687,50.37074366,6.93715100,50.37073217,6.93717565
3371,10116.0000,-740.7659,3921.9484,464.102,50.37078613,6.93713069,50.37076551,6.93717567,50.37075437,6.93719997
3372,10119.0000,-739.0495,3924.4095,463.969,50.37080804,6.93715447,50.37078750,6.93720008,50.37077662,6.93722423
3373,10122.0000,-737.3529,3926.8850,463.838,50.37082996,6.93717824,50.37080963,6.93722420,50.37079893,6.93724839
3374,10125.0000,-735.6792,3929.3773,463.711,50.37085189,6.93720197,50.37083189,6.93724804,50.37082132,6.93727241
3375,10128.0000,-734.0282,3931.8840,463.583,50.37087384,6.93722565,50.37085430,6.93727156,50.37084373,6.93729639
3376,10131.0000,-732.4014,3934.4062,463.456,50.37089582,6.93724925,50.37087684,6.93729476,50.37086611,6.93732050
3377,10134.0000,-730.7988,3936.9452,463.326,50.37091784,6.93727275,50.37089952,6.93731762,50.37088848,6.93734468
3378,10137.0000,-729.2232,3939.4986,463.194,50.37093991,6.93729614,50.37092235,6.93734014,50.37091089,6.93736883
3379,10140.0000,-727.6739,3942.0687,463.058,50.37096205,6.93731939,50.37094531,6.93736228,50.37093337,6.93739289
3380,10143.0000,-726.1531,3944.6544,462.923,50.37098426,6.93734247,50.37096842,6.93738405,50.37095596,6.93741676
3381,10146.0000,-724.6608,3947.2556,462.785,50.37100656,6.93736537,50.37099167,6.93740542,50.37097866,6.93744044
3382,10149.0000,-723.1991,3949.8735,462.646,50.37102901,6.93738788,50.37101506,6.93742639,50.37100150,6.93746384
3383,10152.0000,-721.7679,3952.5082,462.513,50.37105165,6.93740992,50.37103860,6.93744693,50.37102453,6.93748686
3384,10155.0000,-720.3688,3955.1584,462.382,50.37107449,6.93743145,50.37106229,6.93746704,50.37104777,6.93750940
3385,10158.0000,-719.0031,3957.8253,462.245,50.37109753,6.93745243,50.37108612,6.93748670,50.37107126,6.93753134
