idx,dist_m,x_m,y_m,elev_m,lat_deg,lon_deg,edge1_lat_deg,edge1_lon_deg,edge2_lat_deg,edge2_lon_deg
0,3.0000,-2.0756,-2.1671,620.143,50.33550870,6.94764277,50.33552772,6.94761170,50.33559299,6.94750513
1,6.0000,-4.1511,-4.3342,620.130,50.33548941,6.94761330,50.33550824,6.94758255,50.33557379,6.94747554
2,9.0000,-6.2274,-6.5002,620.116,50.33547012,6.94758382,50.33548876,6.94755340,50.33555458,6.94744599
3,12.0000,-8.3044,-8.6662,620.101,50.33545083,6.94755434,50.33546929,6.94752424,50.33553536,6.94741648
4,15.0000,-10.3821,-10.8311,620.085,50.33543153,6.94752488,50.33544982,6.94749507,50.33551614,6.94738699
5,18.0000,-12.4612,-12.9949,620.067,50.33541222,6.94749542,50.33543036,6.94746589,50.33549691,6.94735752
6,21.0000,-14.5410,-15.1587,620.050,50.33539291,6.94746596,50.33541091,6.94743669,50.33547768,6.94732808
7,24.0000,-16.6216,-17.3213,620.031,50.33537361,6.94743650,50.33539146,6.94740748,50.33545845,6.94729863
8,27.0000,-18.7014,-19.4840,620.012,50.33535431,6.94740705,50.33537202,6.94737826,50.33543917,6.94726911
9,30.0000,-20.7812,-21.6478,619.992,50.33533503,6.94737759,50.33535258,6.94734905,50.33541990,6.94723958
10,33.0000,-22.8604,-23.8105,619.973,50.33531575,6.94734812,50.33533313,6.94731984,50.33540064,6.94721003
11,36.0000,-24.9388,-25.9754,619.953,50.33529648,6.94731863,50.33531369,6.94729064,50.33538138,6.94718049
12,39.0000,-27.0179,-28.1392,619.933,50.33527723,6.94728913,50.33529423,6.94726145,50.33536213,6.94715095
13,42.0000,-29.0963,-30.3041,619.913,50.33525799,6.94725959,50.33527478,6.94723225,50.33534287,6.94712140
14,45.0000,-31.1748,-32.4678,619.893,50.33523876,6.94723003,50.33525532,6.94720306,50.33532362,6.94709187
15,48.0000,-33.2525,-34.6327,619.873,50.33521956,6.94720043,50.33523587,6.94717387,50.33530436,6.94706233
16,51.0000,-35.3309,-36.7976,619.854,50.33520036,6.94717082,50.33521641,6.94714469,50.33528510,6.94703280
17,54.0000,-37.4086,-38.9625,619.835,50.33518118,6.94714118,50.33519695,6.94711550,50.33526585,6.94700326
18,57.0000,-39.4863,-41.1285,619.817,50.33516202,6.94711152,50.33517749,6.94708632,50.33524659,6.94697373
19,60.0000,-41.5641,-43.2934,619.799,50.33514286,6.94708185,50.33515802,6.94705714,50.33522734,6.94694421
20,63.0000,-43.6411,-45.4583,619.782,50.33512371,6.94705217,50.33513856,6.94702796,50.33520808,6.94691469
21,66.0000,-45.7188,-47.6243,619.766,50.33510456,6.94702247,50.33511910,6.94699879,50.33518883,6.94688516
22,69.0000,-47.7965,-49.7891,619.751,50.33508542,6.94699276,50.33509963,6.94696961,50.33516958,6.94685563
23,72.0000,-49.8742,-51.9540,619.737,50.33506629,6.94696305,50.33508017,6.94694043,50.33515033,6.94682611
24,75.0000,-51.9513,-54.1200,619.720,50.33504715,6.94693334,50.33506071,6.94691125,50.33513108,6.94679658
25,78.0000,-54.0290,-56.2849,619.699,50.33502802,6.94690362,50.33504124,6.94688208,50.33511184,6.94676705
26,81.0000,-56.1074,-58.4498,619.678,50.33500887,6.94687393,50.33502178,6.94685290,50.33509259,6.94673754
27,84.0000,-58.1852,-60.6147,619.658,50.33498971,6.94684425,50.33500232,6.94682371,50.33507334,6.94670802
28,87.0000,-60.2629,-62.7796,619.637,50.33497054,6.94681458,50.33498286,6.94679453,50.33505408,6.94667852
29,90.0000,-62.3414,-64.9445,619.614,50.33495137,6.94678494,50.33496340,6.94676535,50.33503483,6.94664902
30,93.0000,-64.4198,-67.1093,619.591,50.33493218,6.94675531,50.33494394,6.94673616,50.33501557,6.94661952
31,96.0000,-66.4983,-69.2731,619.567,50.33491298,6.94672569,50.33492448,6.94670697,50.33499632,6.94659000
32,99.0000,-68.5767,-71.4380,619.543,50.33489378,6.94669609,50.33490503,6.94667778,50.33497709,6.94656047
33,102.0000,-70.6559,-73.6018,619.520,50.33487457,6.94666650,50.33488557,6.94664859,50.33495787,6.94653092
34,105.0000,-72.7358,-75.7656,619.497,50.33485535,6.94663691,50.33486612,6.94661939,50.33493866,6.94650137
35,108.0000,-74.8156,-77.9282,619.477,50.33483613,6.94660733,50.33484667,6.94659018,50.33491947,6.94647181
36,111.0000,-76.8962,-80.0898,619.458,50.33481691,6.94657775,50.33482723,6.94656097,50.33490028,6.94644225
37,114.0000,-78.9776,-82.2524,619.441,50.33479768,6.94654818,50.33480780,6.94653175,50.33488110,6.94641268
38,117.0000,-81.0596,-84.4128,619.425,50.33477845,6.94651861,50.33478836,6.94650252,50.33486193,6.94638310
39,120.0000,-83.1430,-86.5732,619.409,50.33475921,6.94648905,50.33476894,6.94647328,50.33484277,6.94635352
40,123.0000,-85.2265,-88.7325,619.392,50.33473998,6.94645950,50.33474952,6.94644402,50.33482361,6.94632394
41,126.0000,-87.3114,-90.8907,619.375,50.33472073,6.94642994,50.33473011,6.94641476,50.33480447,6.94629435
42,129.0000,-89.3977,-93.0478,619.358,50.33470149,6.94640040,50.33471071,6.94638548,50.33478534,6.94626475
43,132.0000,-91.4847,-95.2038,619.340,50.33468224,6.94637086,50.33469132,6.94635618,50.33476621,6.94623515
44,135.0000,-93.5724,-97.3586,619.321,50.33466299,6.94634132,50.33467194,6.94632687,50.33474709,6.94620555
45,138.0000,-95.6623,-99.5124,619.303,50.33464373,6.94631179,50.33465257,6.94629755,50.33472797,6.94617596
46,141.0000,-97.7536,-101.6650,619.283,50.33462447,6.94628227,50.33463321,6.94626820,50.33470885,6.94614638
47,144.0000,-99.8456,-103.8165,619.263,50.33460521,6.94625274,50.33461386,6.94623883,50.33468973,6.94611681
48,147.0000,-101.9397,-105.9658,619.243,50.33458595,6.94622322,50.33459452,6.94620945,50.33467061,6.94608725
49,150.0000,-104.0353,-108.1129,619.222,50.33456668,6.94619371,50.33457520,6.94618004,50.33465148,6.94605772
50,153.0000,-106.1330,-110.2588,619.200,50.33454741,6.94616419,50.33455590,6.94615061,50.33463234,6.94602822
51,156.0000,-108.2314,-112.4037,619.178,50.33452815,6.94613467,50.33453661,6.94612115,50.33461318,6.94599874
52,159.0000,-110.3313,-114.5474,619.155,50.33450888,6.94610516,50.33451733,6.94609168,50.33459400,6.94596923
53,162.0000,-112.4318,-116.6912,619.131,50.33448962,6.94607565,50.33449806,6.94606219,50.33457480,6.94593972
54,165.0000,-114.5331,-118.8338,619.107,50.33447036,6.94604613,50.33447879,6.94603269,50.33455559,6.94591022
55,168.0000,-116.6351,-120.9753,619.081,50.33445110,6.94601661,50.33445953,6.94600318,50.33453638,6.94588071
56,171.0000,-118.7371,-123.1168,619.055,50.33443184,6.94598709,50.33444028,6.94597366,50.33451717,6.94585119
57,174.0000,-120.8405,-125.2572,619.028,50.33441259,6.94595758,50.33442103,6.94594414,50.33449796,6.94582167
58,177.0000,-122.9439,-127.3976,619.001,50.33439333,6.94592806,50.33440179,6.94591460,50.33447876,6.94579213
59,180.0000,-125.0481,-129.5369,618.972,50.33437408,6.94589854,50.33438255,6.94588506,50.33445957,6.94576257
60,183.0000,-127.1522,-131.6762,618.943,50.33435482,6.94586901,50.33436332,6.94585551,50.33444037,6.94573302
61,186.0000,-129.2570,-133.8155,618.913,50.33433557,6.94583950,50.33434409,6.94582596,50.33442117,6.94570346
62,189.0000,-131.3619,-135.9537,618.881,50.33431631,6.94580998,50.33432486,6.94579640,50.33440197,6.94567389
63,192.0000,-133.4675,-138.0931,618.849,50.33429705,6.94578048,50.33430564,6.94576684,50.33438278,6.94564430
64,195.0000,-135.5723,-140.2312,618.816,50.33427778,6.94575098,50.33428641,6.94573727,50.33436360,6.94561469
65,198.0000,-137.6779,-142.3694,618.784,50.33425851,6.94572149,50.33426719,6.94570771,50.33434444,6.94558503
66,201.0000,-139.7834,-144.5076,618.753,50.33423923,6.94569201,50.33424797,6.94567814,50.33432531,6.94555534
67,204.0000,-141.8890,-146.6458,618.722,50.33421995,6.94566254,50.33422875,6.94564857,50.33430621,6.94552559
68,207.0000,-143.9946,-148.7840,618.692,50.33420066,6.94563308,50.33420953,6.94561900,50.33428714,6.94549578
69,210.0000,-146.1002,-150.9222,618.662,50.33418137,6.94560362,50.33419031,6.94558943,50.33426809,6.94546592
70,213.0000,-148.2050,-153.0604,618.632,50.33416207,6.94557418,50.33417109,6.94555986,50.33424903,6.94543608
71,216.0000,-150.3106,-155.1997,618.602,50.33414277,6.94554474,50.33415187,6.94553030,50.33422997,6.94540624
72,219.0000,-152.4148,-157.3390,618.572,50.33412346,6.94551531,50.33413264,6.94550073,50.33421089,6.94537642
73,222.0000,-154.5196,-159.4783,618.540,50.33410415,6.94548590,50.33411341,6.94547118,50.33419180,6.94534661
74,225.0000,-156.6238,-161.6175,618.509,50.33408483,6.94545649,50.33409418,6.94544162,50.33417269,6.94531682
75,228.0000,-158.7272,-163.7580,618.477,50.33406551,6.94542708,50.33407495,6.94541207,50.33415356,6.94528706
76,231.0000,-160.8307,-165.8984,618.445,50.33404619,6.94539768,50.33405571,6.94538253,50.33413442,6.94525732
77,234.0000,-162.9334,-168.0388,618.412,50.33402686,6.94536829,50.33403647,6.94535299,50.33411526,6.94522762
78,237.0000,-165.0362,-170.1792,618.379,50.33400753,6.94533889,50.33401723,6.94532346,50.33409608,6.94519795
79,240.0000,-167.1389,-172.3207,618.345,50.33398820,6.94530950,50.33399799,6.94529393,50.33407688,6.94516833
80,243.0000,-169.2416,-174.4622,618.311,50.33396887,6.94528011,50.33397874,6.94526440,50.33405765,6.94513875
81,246.0000,-171.3437,-176.6038,618.277,50.33394954,6.94525072,50.33395949,6.94523487,50.33403840,6.94510922
82,249.0000,-173.4464,-178.7453,618.242,50.33393021,6.94522132,50.33394024,6.94520535,50.33401913,6.94507972
83,252.0000,-175.5485,-180.8857,618.207,50.33391088,6.94519193,50.33392099,6.94517582,50.33399986,6.94505024
84,255.0000,-177.6512,-183.0272,618.171,50.33389155,6.94516253,50.33390175,6.94514630,50.33398057,6.94502078
85,258.0000,-179.7540,-185.1688,618.135,50.33387223,6.94513311,50.33388250,6.94511677,50.33396129,6.94499132
86,261.0000,-181.8567,-187.3092,618.098,50.33385292,6.94510370,50.33386325,6.94508724,50.33394200,6.94496187
87,264.0000,-183.9595,-189.4496,618.061,50.33383360,6.94507428,50.33384401,6.94505771,50.33392273,6.94493241
88,267.0000,-186.0629,-191.5900,618.024,50.33381429,6.94504485,50.33382477,6.94502818,50.33390347,6.94490293
89,270.0000,-188.1664,-193.7304,617.986,50.33379499,6.94501541,50.33380553,6.94499864,50.33388422,6.94487345
90,273.0000,-190.2706,-195.8697,617.948,50.33377568,6.94498597,50.33378629,6.94496910,50.33386496,6.94484399
91,276.0000,-192.3755,-198.0090,617.910,50.33375638,6.94495652,50.33376706,6.94493955,50.33384570,6.94481453
92,279.0000,-194.4804,-200.1483,617.871,50.33373708,6.94492707,50.33374783,6.94490999,50.33382645,6.94478506
93,282.0000,-196.5860,-202.2865,617.831,50.33371779,6.94489761,50.33372860,6.94488043,50.33380721,6.94475558
94,285.0000,-198.6916,-204.4236,617.791,50.33369850,6.94486814,50.33370938,6.94485086,50.33378799,6.94472609
95,288.0000,-200.7987,-206.5607,617.751,50.33367920,6.94483867,50.33369017,6.94482129,50.33376878,6.94469656
96,291.0000,-202.9064,-208.6978,617.711,50.33365992,6.94480920,50.33367096,6.94479170,50.33374961,6.94466700
97,294.0000,-205.0142,-210.8337,617.670,50.33364063,6.94477973,50.33365175,6.94476210,50.33373047,6.94463739
98,297.0000,-207.1219,-212.9697,617.628,50.33362134,6.94475026,50.33363255,6.94473250,50.33371134,6.94460769
99,300.0000,-209.2290,-215.1057,617.586,50.33360206,6.94472079,50.33361335,6.94470290,50.33369220,6.94457793
100,303.0000,-211.3360,-217.2428,617.544,50.33358279,6.94469132,50.33359415,6.94467331,50.33367306,6.94454819
101,306.0000,-213.4424,-219.3798,617.502,50.33356351,6.94466185,50.33357494,6.94464372,50.33365391,6.94451846
102,309.0000,-215.5487,-221.5180,617.459,50.33354424,6.94463236,50.33355573,6.94461414,50.33363476,6.94448875
103,312.0000,-217.6550,-223.6551,617.416,50.33352497,6.94460287,50.33353651,6.94458456,50.33361562,6.94445905
104,315.0000,-219.7621,-225.7922,617.372,50.33350571,6.94457336,50.33351730,6.94455498,50.33359648,6.94442934
105,318.0000,-221.8684,-227.9293,617.329,50.33348646,6.94454384,50.33349809,6.94452539,50.33357736,6.94439964
106,321.0000,-223.9755,-230.0664,617.286,50.33346722,6.94451429,50.33347888,6.94449581,50.33355825,6.94436993
107,324.0000,-226.0833,-232.2023,617.244,50.33344799,6.94448473,50.33345967,6.94446622,50.33353916,6.94434020
108,327.0000,-228.1911,-234.3383,617.202,50.33342877,6.94445515,50.33344047,6.94443662,50.33352009,6.94431046
109,330.0000,-230.3003,-236.4732,617.159,50.33340957,6.94442555,50.33342127,6.94440702,50.33350103,6.94428071
110,333.0000,-232.4102,-238.6080,617.115,50.33339036,6.94439594,50.33340208,6.94437740,50.33348198,6.94425096
111,336.0000,-234.5208,-240.7407,617.070,50.33337116,6.94436632,50.33338289,6.94434777,50.33346294,6.94422121
112,339.0000,-236.6321,-242.8733,617.024,50.33335196,6.94433670,50.33336372,6.94431813,50.33344390,6.94419148
113,342.0000,-238.7456,-245.0037,616.976,50.33333277,6.94430707,50.33334455,6.94428848,50.33342486,6.94416177
114,345.0000,-240.8598,-247.1341,616.926,50.33331357,6.94427744,50.33332540,6.94425880,50.33340581,6.94413207
115,348.0000,-242.9754,-249.2623,616.873,50.33329438,6.94424780,50.33330625,6.94422911,50.33338676,6.94410240
116,351.0000,-245.0925,-251.3883,616.818,50.33327519,6.94421816,50.33328712,6.94419940,50.33336770,6.94407276
117,354.0000,-247.2116,-253.5132,616.765,50.33325600,6.94418851,50.33326801,6.94416967,50.33334863,6.94404315
118,357.0000,-249.3323,-255.6369,616.712,50.33323681,6.94415887,50.33324891,6.94413991,50.33332954,6.94401358
119,360.0000,-251.4550,-257.7585,616.660,50.33321762,6.94412922,50.33322982,6.94411013,50.33331044,6.94398404
120,363.0000,-253.5799,-259.8766,616.608,50.33319842,6.94409957,50.33321075,6.94408032,50.33329135,6.94395451
121,366.0000,-255.7069,-261.9937,616.557,50.33317923,6.94406992,50.33319171,6.94405048,50.33327225,6.94392500
122,369.0000,-257.8354,-264.1097,616.507,50.33316003,6.94404028,50.33317268,6.94402061,50.33325315,6.94389547
123,372.0000,-259.9659,-266.2223,616.456,50.33314082,6.94401065,50.33315366,6.94399072,50.33323404,6.94386595
124,375.0000,-262.0979,-268.3349,616.406,50.33312161,6.94398103,50.33313467,6.94396080,50.33321493,6.94383642
125,378.0000,-264.2328,-270.4442,616.356,50.33310240,6.94395141,50.33311568,6.94393086,50.33319581,6.94380690
126,381.0000,-266.3684,-272.5523,616.305,50.33308318,6.94392179,50.33309672,6.94390088,50.33317670,6.94377738
127,384.0000,-268.5068,-274.6583,616.255,50.33306396,6.94389217,50.33307777,6.94387089,50.33315758,6.94374786
128,387.0000,-270.6466,-276.7620,616.204,50.33304475,6.94386256,50.33305884,6.94384086,50.33313846,6.94371835
129,390.0000,-272.7879,-278.8635,616.152,50.33302553,6.94383294,50.33303993,6.94381081,50.33311934,6.94368884
130,393.0000,-274.9320,-280.9639,616.100,50.33300631,6.94380331,50.33302104,6.94378074,50.33310020,6.94365937
131,396.0000,-277.0776,-283.0620,616.047,50.33298709,6.94377369,50.33300216,6.94375063,50.33308104,6.94362993
132,399.0000,-279.2253,-285.1579,615.993,50.33296788,6.94374405,50.33298330,6.94372050,50.33306186,6.94360051
133,402.0000,-281.3751,-287.2528,615.939,50.33294866,6.94371443,50.33296446,6.94369034,50.33304267,6.94357110
134,405.0000,-283.5271,-289.3442,615.883,50.33292943,6.94368480,50.33294563,6.94366015,50.33302348,6.94354171
135,408.0000,-285.6805,-291.4335,615.827,50.33291020,6.94365518,50.33292683,6.94362993,50.33300429,6.94351231
136,411.0000,-287.8367,-293.5216,615.774,50.33289099,6.94362554,50.33290805,6.94359969,50.33298510,6.94348291
137,414.0000,-289.9951,-295.6064,615.722,50.33287178,6.94359588,50.33288928,6.94356941,50.33296592,6.94345348
138,417.0000,-292.1549,-297.6901,615.668,50.33285259,6.94356620,50.33287054,6.94353910,50.33294676,6.94342404
139,420.0000,-294.3168,-299.7716,615.610,50.33283342,6.94353647,50.33285181,6.94350877,50.33292763,6.94339457
140,423.0000,-296.4816,-301.8497,615.549,50.33281429,6.94350669,50.33283310,6.94347841,50.33290850,6.94336507
141,426.0000,-298.6478,-303.9268,615.488,50.33279519,6.94347686,50.33281442,6.94344801,50.33288937,6.94333557
142,429.0000,-300.8169,-306.0005,615.428,50.33277613,6.94344696,50.33279575,6.94341759,50.33287025,6.94330608
143,432.0000,-302.9881,-308.0719,615.369,50.33275712,6.94341699,50.33277711,6.94338713,50.33285113,6.94327657
144,435.0000,-305.1614,-310.1412,615.312,50.33273818,6.94338691,50.33275849,6.94335664,50.33283201,6.94324706
145,438.0000,-307.3362,-312.2093,615.257,50.33271935,6.94335666,50.33273989,6.94332612,50.33281289,6.94321754
146,441.0000,-309.5117,-314.2763,615.204,50.33270065,6.94332627,50.33272130,6.94329558,50.33279374,6.94318794
147,444.0000,-311.6879,-316.3421,615.148,50.33268207,6.94329571,50.33270272,6.94326503,50.33277458,6.94315832
148,447.0000,-313.8669,-318.4069,615.087,50.33266358,6.94326497,50.33268415,6.94323447,50.33275545,6.94312871
149,450.0000,-316.0481,-320.4695,615.023,50.33264521,6.94323403,50.33266559,6.94320387,50.33273634,6.94309913
150,453.0000,-318.2321,-322.5276,614.957,50.33262696,6.94320291,50.33264705,6.94317324,50.33271728,6.94306957
151,456.0000,-320.4204,-324.5835,614.891,50.33260883,6.94317158,50.33262855,6.94314257,50.33269826,6.94304000
152,459.0000,-322.6130,-326.6339,614.828,50.33259081,6.94314006,50.33261007,6.94311184,50.33267931,6.94301039
153,462.0000,-324.8106,-328.6775,614.765,50.33257293,6.94310834,50.33259164,6.94308105,50.33266046,6.94298070
154,465.0000,-327.0145,-330.7156,614.697,50.33255518,6.94307642,50.33257327,6.94305019,50.33264172,6.94295092
155,468.0000,-329.2249,-332.7459,614.629,50.33253753,6.94304435,50.33255495,6.94301924,50.33262312,6.94292100
156,471.0000,-331.4424,-334.7685,614.564,50.33251997,6.94301215,50.33253670,6.94298820,50.33260467,6.94289092
157,474.0000,-333.6685,-336.7809,614.506,50.33250249,6.94297983,50.33251852,6.94295706,50.33258639,6.94286066
158,477.0000,-335.9024,-338.7846,614.439,50.33248508,6.94294742,50.33250043,6.94292580,50.33256832,6.94283018
159,480.0000,-338.1455,-340.7782,614.368,50.33246774,6.94291492,50.33248242,6.94289443,50.33255046,6.94279946
160,483.0000,-340.3979,-342.7595,614.301,50.33245047,6.94288233,50.33246450,6.94286293,50.33253285,6.94276847
161,486.0000,-342.6617,-344.7287,614.227,50.33243326,6.94284967,50.33244669,6.94283130,50.33251543,6.94273728
162,489.0000,-344.9369,-346.6845,614.148,50.33241609,6.94281695,50.33242899,6.94279951,50.33249817,6.94270594
163,492.0000,-347.2235,-348.6269,614.065,50.33239898,6.94278417,50.33241141,6.94276756,50.33248108,6.94267445
164,495.0000,-349.5229,-350.5550,613.978,50.33238190,6.94275134,50.33239395,6.94273545,50.33246416,6.94264280
165,498.0000,-351.8351,-352.4674,613.890,50.33236485,6.94271848,50.33237662,6.94270316,50.33244742,6.94261099
166,501.0000,-354.1587,-354.3654,613.800,50.33234783,6.94268560,50.33235943,6.94267069,50.33243083,6.94257895
167,504.0000,-356.4951,-356.2478,613.710,50.33233085,6.94265267,50.33234237,6.94263806,50.33241441,6.94254668
168,507.0000,-358.8422,-358.1180,613.621,50.33231392,6.94261969,50.33232545,6.94260525,50.33239815,6.94251416
169,510.0000,-361.2007,-359.9737,613.536,50.33229706,6.94258663,50.33230864,6.94257229,50.33238208,6.94248138
170,513.0000,-363.5692,-361.8171,613.442,50.33228026,6.94255348,50.33229196,6.94253917,50.33236619,6.94244835
171,516.0000,-365.9476,-363.6473,613.344,50.33226356,6.94252022,50.33227539,6.94250591,50.33235046,6.94241509
172,519.0000,-368.3361,-365.4663,613.243,50.33224694,6.94248685,50.33225894,6.94247251,50.33233489,6.94238162
173,522.0000,-370.7337,-367.2720,613.138,50.33223044,6.94245335,50.33224259,6.94243897,50.33231944,6.94234798
174,525.0000,-373.1399,-369.0666,613.030,50.33221406,6.94241971,50.33222636,6.94240530,50.33230409,6.94231421
175,528.0000,-375.5540,-370.8500,612.922,50.33219778,6.94238597,50.33221023,6.94237151,50.33228881,6.94228032
176,531.0000,-377.9759,-372.6235,612.814,50.33218156,6.94235213,50.33219420,6.94233761,50.33227358,6.94224635
177,534.0000,-380.4056,-374.3858,612.705,50.33216542,6.94231822,50.33217826,6.94230360,50.33225837,6.94221233
178,537.0000,-382.8424,-376.1381,612.596,50.33214934,6.94228425,50.33216242,6.94226948,50.33224317,6.94217828
179,540.0000,-385.2850,-377.8815,612.485,50.33213331,6.94225022,50.33214667,6.94223526,50.33222794,6.94214424
180,543.0000,-387.7339,-379.6160,612.373,50.33211733,6.94221615,50.33213100,6.94220096,50.33221270,6.94211018
181,546.0000,-390.1914,-381.3371,612.259,50.33210138,6.94218204,50.33211541,6.94216657,50.33219747,6.94207611
182,549.0000,-392.6596,-383.0461,612.141,50.33208543,6.94214785,50.33209994,6.94213206,50.33218240,6.94204228
183,552.0000,-395.1363,-384.7405,612.020,50.33206949,6.94211364,50.33208458,6.94209740,50.33216733,6.94200838
184,555.0000,-397.6222,-386.4217,611.897,50.33205354,6.94207944,50.33206935,6.94206262,50.33215229,6.94197441
185,558.0000,-400.1161,-388.0917,611.763,50.33203758,6.94204524,50.33205424,6.94202771,50.33213726,6.94194035
186,561.0000,-402.6177,-389.7506,611.631,50.33202160,6.94201105,50.33203923,6.94199269,50.33212227,6.94190621
187,564.0000,-405.1265,-391.3984,611.503,50.33200561,6.94197686,50.33202432,6.94195756,50.33210730,6.94187197
188,567.0000,-407.6423,-393.0350,611.374,50.33198962,6.94194266,50.33200951,6.94192233,50.33209238,6.94183763
189,570.0000,-410.1639,-394.6628,611.241,50.33197364,6.94190845,50.33199480,6.94188700,50.33207756,6.94180314
190,573.0000,-412.6912,-396.2817,611.101,50.33195765,6.94187422,50.33198017,6.94185159,50.33206285,6.94176848
191,576.0000,-415.2242,-397.8928,610.965,50.33194169,6.94183997,50.33196562,6.94181610,50.33204826,6.94173364
192,579.0000,-417.7614,-399.4961,610.829,50.33192573,6.94180570,50.33195114,6.94178053,50.33203378,6.94169864
193,582.0000,-420.3029,-401.0927,610.692,50.33190980,6.94177142,50.33193673,6.94174490,50.33201942,6.94166348
194,585.0000,-422.8480,-402.6826,610.553,50.33189388,6.94173714,50.33192238,6.94170921,50.33200515,6.94162812
195,588.0000,-425.3974,-404.2681,610.411,50.33187796,6.94170283,50.33190809,6.94167347,50.33199102,6.94159263
196,591.0000,-427.9510,-405.8447,610.264,50.33186204,6.94166848,50.33189384,6.94163767,50.33197703,6.94155708
197,594.0000,-430.5110,-407.4125,610.113,50.33184611,6.94163408,50.33187967,6.94160181,50.33196317,6.94152152
198,597.0000,-433.0768,-408.9690,609.975,50.33183017,6.94159962,50.33186558,6.94156586,50.33194940,6.94148597
199,600.0000,-435.6503,-410.5134,609.830,50.33181421,6.94156510,50.33185159,6.94152983,50.33193572,6.94145043
200,603.0000,-438.2317,-412.0455,609.685,50.33179825,6.94153051,50.33183771,6.94149369,50.33192215,6.94141490
201,606.0000,-440.8217,-413.5609,609.541,50.33178239,6.94149572,50.33182394,6.94145744,50.33190868,6.94137936
202,609.0000,-443.4216,-415.0607,609.396,50.33176669,6.94146071,50.33181032,6.94142107,50.33189533,6.94134383
203,612.0000,-446.0258,-416.5350,609.252,50.33175116,6.94142543,50.33179684,6.94138456,50.33188208,6.94130829
204,615.0000,-448.6791,-417.9425,609.102,50.33173566,6.94138945,50.33178359,6.94134799,50.33186935,6.94127381
205,618.0000,-451.4129,-419.2521,608.948,50.33171966,6.94135135,50.33177094,6.94131073,50.33185766,6.94124205
206,621.0000,-454.2157,-420.4205,608.794,50.33170341,6.94131153,50.33175917,6.94127234,50.33184637,6.94121103
207,624.0000,-457.0748,-421.4064,608.638,50.33168699,6.94126987,50.33174867,6.94123298,50.33183560,6.94118097
208,627.0000,-459.9780,-422.1664,608.500,50.33167122,6.94122556,50.33173981,6.94119283,50.33182629,6.94115155
209,630.0000,-462.9125,-422.6604,608.379,50.33165754,6.94117766,50.33173298,6.94115206,50.33181999,6.94112253
210,633.0000,-465.8655,-422.8452,608.268,50.33164791,6.94112565,50.33172854,6.94111085,50.33181712,6.94109460
211,636.0000,-468.8121,-422.6740,608.158,50.33164430,6.94107006,50.33172688,6.94106938,50.33181801,6.94106863
212,639.0000,-471.7728,-422.1045,608.046,50.33164761,6.94101222,50.33172842,6.94102800,50.33182214,6.94104630
213,642.0000,-474.6688,-421.1424,607.922,50.33165891,6.94095603,50.33173354,6.94098642,50.33183035,6.94102584
214,645.0000,-477.3924,-419.7941,607.858,50.33167750,6.94090436,50.33174219,6.94094575,50.33184040,6.94100856
215,648.0000,-479.8353,-418.0687,607.772,50.33170099,6.94085821,50.33175431,6.94090750,50.33185020,6.94099614
216,651.0000,-481.8902,-415.9763,607.685,50.33172867,6.94081899,50.33176982,6.94087319,50.33185776,6.94098906
217,654.0000,-483.4971,-413.5167,607.626,50.33175972,6.94078801,50.33178863,6.94084433,50.33186146,6.94098621
218,657.0000,-484.6711,-410.7946,607.557,50.33179187,6.94076611,50.33181074,6.94082176,50.33186540,6.94098304
219,660.0000,-485.4769,-407.8913,607.485,50.33182356,6.94075271,50.33183521,6.94080527,50.33187343,6.94097770
220,663.0000,-485.9786,-404.8878,607.422,50.33185482,6.94074716,50.33186131,6.94079395,50.33188618,6.94097337
221,666.0000,-486.2418,-401.8633,607.346,50.33188515,6.94074675,50.33188831,6.94078690,50.33190273,6.94097054
222,669.0000,-486.3334,-398.8799,607.276,50.33191426,6.94074810,50.33191550,6.94078320,50.33192199,6.94096790
223,672.0000,-486.3573,-395.8675,607.213,50.33194204,6.94074862,50.33194232,6.94078191,50.33194389,6.94096426
224,675.0000,-486.4019,-392.8407,607.156,50.33196925,6.94074697,50.33196940,6.94078157,50.33197020,6.94095872
225,678.0000,-486.5455,-389.8250,607.115,50.33199597,6.94074365,50.33199661,6.94078094,50.33199952,6.94095072
226,681.0000,-486.8671,-386.8459,607.091,50.33202185,6.94073891,50.33202372,6.94077892,50.33203129,6.94094059
227,684.0000,-487.4450,-383.9301,607.099,50.33204658,6.94073305,50.33205050,6.94077440,50.33206509,6.94092854
228,687.0000,-488.3569,-381.1098,607.125,50.33207025,6.94072670,50.33207671,6.94076628,50.33210090,6.94091465
229,690.0000,-489.7310,-378.4864,607.169,50.33209312,6.94071907,50.33210206,6.94075347,50.33213956,6.94089781
230,693.0000,-491.5950,-376.0920,607.245,50.33211500,6.94070848,50.33212564,6.94073417,50.33218359,6.94087419
231,696.0000,-493.8513,-374.0390,607.323,50.33213713,6.94069105,50.33214716,6.94070799,50.33222806,6.94084455
232,699.0000,-496.4004,-372.4455,607.386,50.33215534,6.94066408,50.33216561,6.94067630,50.33227258,6.94080365
233,702.0000,-499.1489,-371.4217,607.437,50.33216552,6.94062927,50.33217993,6.94064050,50.33231224,6.94074359
234,705.0000,-502.0627,-371.0620,607.445,50.33216853,6.94059398,50.33218913,6.94060190,50.33233087,6.94065641
235,708.0000,-505.0463,-371.3031,607.476,50.33216490,6.94056042,50.33219236,6.94056098,50.33232077,6.94056361
